Year,Units,Регионы,Местность,Пол,Образование,Брачное состояние,гражданство,GeoCode,Value
2013,на 100 000 населения,Северо-Казахстанская,,,,,,KZ16,11.42
2014,на 100 000 населения,Северо-Казахстанская,,,,,,KZ16,14.114276852411713
2015,на 100 000 населения,Северо-Казахстанская,,,,,,KZ16,10.337963806613494
2016,на 100 000 населения,Северо-Казахстанская,,,,,,KZ16,9.356568222622773
2017,на 100 000 населения,Северо-Казахстанская,,,,,,KZ16,9.093048631763622
2018,на 100 000 населения,Северо-Казахстанская,,,,,,KZ16,9.7
2010,на 100 000 населения,Восточно-Казахстанская,,,,,,KZ15,17.95
2011,на 100 000 населения,Восточно-Казахстанская,,,,,,KZ15,16.11091181316498
2012,на 100 000 населения,Восточно-Казахстанская,,,,,,KZ15,16.49
2013,на 100 000 населения,Восточно-Казахстанская,,,,,,KZ15,15.85
2014,на 100 000 населения,Восточно-Казахстанская,,,,,,KZ15,13.12
2015,на 100 000 населения,Восточно-Казахстанская,,,,,,KZ15,14.47
2016,на 100 000 населения,Восточно-Казахстанская,,,,,,KZ15,15.08
2017,на 100 000 населения,Восточно-Казахстанская,,,,,,KZ15,10.17
2018,на 100 000 населения,Восточно-Казахстанская,,,,,,KZ15,10.72
2010,на 100 000 населения,г_Нур-Султан,,,,,,KZ05,14.41
2011,на 100 000 населения,г_Нур-Султан,,,,,,KZ05,10.28
2012,на 100 000 населения,г_Нур-Султан,,,,,,KZ05,11.05
2013,на 100 000 населения,г_Нур-Султан,,,,,,KZ05,13.19
2014,на 100 000 населения,г_Нур-Султан,,,,,,KZ05,8.88
2015,на 100 000 населения,г_Нур-Султан,,,,,,KZ05,8.35
2016,на 100 000 населения,г_Нур-Султан,,,,,,KZ05,8.67078962713437
2017,на 100 000 населения,г_Нур-Султан,,,,,,KZ05,8.09
2018,на 100 000 населения,г_Нур-Султан,,,,,,KZ05,8.06
2010,на 100 000 населения,г_Алматы,,,,,,KZ02,14.48
2011,на 100 000 населения,г_Алматы,,,,,,KZ02,14.11
2012,на 100 000 населения,г_Алматы,,,,,,KZ02,14.02
2013,на 100 000 населения,г_Алматы,,,,,,KZ02,10.8
2014,на 100 000 населения,г_Алматы,,,,,,KZ02,11.94
2015,на 100 000 населения,г_Алматы,,,,,,KZ02,8.79
2016,на 100 000 населения,г_Алматы,,,,,,KZ02,9.03
2017,на 100 000 населения,г_Алматы,,,,,,KZ02,8.24
2018,на 100 000 населения,г_Алматы,,,,,,KZ02,8.75
2010,на 100 000 населения,,городское население,,,,,,18.58
2011,на 100 000 населения,,городское население,,,,,,17.11
2012,на 100 000 населения,,городское население,,,,,,16.57
2013,на 100 000 населения,,городское население,,,,,,16.54
2014,на 100 000 населения,,городское население,,,,,,14.47
2015,на 100 000 населения,,городское население,,,,,,13.0
2016,на 100 000 населения,,городское население,,,,,,12.49
2017,на 100 000 населения,,городское население,,,,,,10.82
2018,на 100 000 населения,,городское население,,,,,,11.02
2010,на 100 000 населения,Акмолинская,городское население,,,,,,20.74
2011,на 100 000 населения,Акмолинская,городское население,,,,,,14.32
2012,на 100 000 населения,Акмолинская,городское население,,,,,,13.99
2013,на 100 000 населения,Акмолинская,городское население,,,,,,16.51
2014,на 100 000 населения,Акмолинская,городское население,,,,,,13.55
2015,на 100 000 населения,Акмолинская,городское население,,,,,,10.31
2016,на 100 000 населения,Акмолинская,городское население,,,,,,10.86
2017,на 100 000 населения,Акмолинская,городское население,,,,,,18.64
2018,на 100 000 населения,Акмолинская,городское население,,,,,,10.9
2010,на 100 000 населения,Актюбинская,городское население,,,,,,13.57
2011,на 100 000 населения,Актюбинская,городское население,,,,,,12.25
2012,на 100 000 населения,Актюбинская,городское население,,,,,,14.96
2013,на 100 000 населения,Актюбинская,городское население,,,,,,17.38
2014,на 100 000 населения,Актюбинская,городское население,,,,,,16.25
2015,на 100 000 населения,Актюбинская,городское население,,,,,,14.54
2016,на 100 000 населения,Актюбинская,городское население,,,,,,10.26
2017,на 100 000 населения,Актюбинская,городское население,,,,,,8.91
2018,на 100 000 населения,Актюбинская,городское население,,,,,,8.55
2010,на 100 000 населения,Алматинская,городское население,,,,,,26.43
2011,на 100 000 населения,Алматинская,городское население,,,,,,26.72
2012,на 100 000 населения,Алматинская,городское население,,,,,,27.66
2013,на 100 000 населения,Алматинская,городское население,,,,,,32.98
2014,на 100 000 населения,Алматинская,городское население,,,,,,26.13
2015,на 100 000 населения,Алматинская,городское население,,,,,,28.61
2016,на 100 000 населения,Алматинская,городское население,,,,,,24.32
2017,на 100 000 населения,Алматинская,городское население,,,,,,17.25
2018,на 100 000 населения,Алматинская,городское население,,,,,,17.14
2010,на 100 000 населения,Атырауская,городское население,,,,,,4.79
2011,на 100 000 населения,Атырауская,городское население,,,,,,21.37
2012,на 100 000 населения,Атырауская,городское население,,,,,,23.45
2013,на 100 000 населения,Атырауская,городское население,,,,,,18.0
2014,на 100 000 населения,Атырауская,городское население,,,,,,11.86
2015,на 100 000 населения,Атырауская,городское население,,,,,,8.25
2016,на 100 000 населения,Атырауская,городское население,,,,,,10.78
2017,на 100 000 населения,Атырауская,городское население,,,,,,6.79
2018,на 100 000 населения,Атырауская,городское население,,,,,,15.56
2010,на 100 000 населения,Западно-Казахстанская,городское население,,,,,,12.9
2011,на 100 000 населения,Западно-Казахстанская,городское население,,,,,,20.78
2012,на 100 000 населения,Западно-Казахстанская,городское население,,,,,,21.33
2013,на 100 000 населения,Западно-Казахстанская,городское население,,,,,,19.01
2014,на 100 000 населения,Западно-Казахстанская,городское население,,,,,,13.88
2015,на 100 000 населения,Западно-Казахстанская,городское население,,,,,,15.56
2016,на 100 000 населения,Западно-Казахстанская,городское население,,,,,,13.09
2017,на 100 000 населения,Западно-Казахстанская,городское население,,,,,,14.29
2018,на 100 000 населения,Западно-Казахстанская,городское население,,,,,,18.14
2010,на 100 000 населения,Жамбылская,городское население,,,,,,30.6
2011,на 100 000 населения,Жамбылская,городское население,,,,,,29.59
2012,на 100 000 населения,Жамбылская,городское население,,,,,,25.65
2013,на 100 000 населения,Жамбылская,городское население,,,,,,21.52
2014,на 100 000 населения,Жамбылская,городское население,,,,,,17.97
2015,на 100 000 населения,Жамбылская,городское население,,,,,,19.28
2016,на 100 000 населения,Жамбылская,городское население,,,,,,20.26
2017,на 100 000 населения,Жамбылская,городское население,,,,,,14.34
2018,на 100 000 населения,Жамбылская,городское население,,,,,,14.82
2010,на 100 000 населения,Карагандинская,городское население,,,,,,19.58
2011,на 100 000 населения,Карагандинская,городское население,,,,,,16.23
2012,на 100 000 населения,Карагандинская,городское население,,,,,,18.11
2013,на 100 000 населения,Карагандинская,городское население,,,,,,17.8
2014,на 100 000 населения,Карагандинская,городское население,,,,,,14.68
2015,на 100 000 населения,Карагандинская,городское население,,,,,,13.36
2016,на 100 000 населения,Карагандинская,городское население,,,,,,11.02
2017,на 100 000 населения,Карагандинская,городское население,,,,,,10.19
2018,на 100 000 населения,Карагандинская,городское население,,,,,,12.93
2010,на 100 000 населения,Костанайская,городское население,,,,,,10.17
2011,на 100 000 населения,Костанайская,городское население,,,,,,10.34
2012,на 100 000 населения,Костанайская,городское население,,,,,,7.58
2013,на 100 000 населения,Костанайская,городское население,,,,,,16.12
2014,на 100 000 населения,Костанайская,городское население,,,,,,11.15
2015,на 100 000 населения,Костанайская,городское население,,,,,,11.64
2016,на 100 000 населения,Костанайская,городское население,,,,,,7.26
2017,на 100 000 населения,Костанайская,городское население,,,,,,9.35
2018,на 100 000 населения,Костанайская,городское население,,,,,,9.91
2010,на 100 000 населения,Кызылординская,городское население,,,,,,17.4
2011,на 100 000 населения,Кызылординская,городское население,,,,,,14.39
2012,на 100 000 населения,Кызылординская,городское население,,,,,,19.28
2013,на 100 000 населения,Кызылординская,городское население,,,,,,15.96
2014,на 100 000 населения,Кызылординская,городское население,,,,,,14.65
2015,на 100 000 населения,Кызылординская,городское население,,,,,,13.66
2016,на 100 000 населения,Кызылординская,городское население,,,,,,12.16
2017,на 100 000 населения,Кызылординская,городское население,,,,,,12.52
2018,на 100 000 населения,Кызылординская,городское население,,,,,,11.74
2010,на 100 000 населения,Мангистауская,городское население,,,,,,23.11
2011,на 100 000 населения,Мангистауская,городское население,,,,,,20.08
2012,на 100 000 населения,Мангистауская,городское население,,,,,,15.45
2013,на 100 000 населения,Мангистауская,городское население,,,,,,17.9
2014,на 100 000 населения,Мангистауская,городское население,,,,,,14.61
2015,на 100 000 населения,Мангистауская,городское население,,,,,,15.56
2016,на 100 000 населения,Мангистауская,городское население,,,,,,12.16
2017,на 100 000 населения,Мангистауская,городское население,,,,,,10.69
2018,на 100 000 населения,Мангистауская,городское население,,,,,,8.51
2010,на 100 000 населения,Южно-Казахстанская,городское население,,,,,,32.86
2011,на 100 000 населения,Южно-Казахстанская,городское население,,,,,,26.26
2012,на 100 000 населения,Южно-Казахстанская,городское население,,,,,,20.73
2013,на 100 000 населения,Южно-Казахстанская,городское население,,,,,,21.06
2014,на 100 000 населения,Южно-Казахстанская,городское население,,,,,,22.01
2015,на 100 000 населения,Южно-Казахстанская,городское население,,,,,,16.55
2016,на 100 000 населения,Южно-Казахстанская,городское население,,,,,,19.07
2017,на 100 000 населения,Южно-Казахстанская,городское население,,,,,,16.19
2018,на 100 000 населения,Южно-Казахстанская,городское население,,,,,,13.87
2010,на 100 000 населения,Павлодарская,городское население,,,,,,13.32
2011,на 100 000 населения,Павлодарская,городское население,,,,,,13.45
2012,на 100 000 населения,Павлодарская,городское население,,,,,,14.91
2013,на 100 000 населения,Павлодарская,городское население,,,,,,12.08
2014,на 100 000 населения,Павлодарская,городское население,,,,,,11.56
2015,на 100 000 населения,Павлодарская,городское население,,,,,,10.9
2016,на 100 000 населения,Павлодарская,городское население,,,,,,10.1
2017,на 100 000 населения,Павлодарская,городское население,,,,,,7.49
2018,на 100 000 населения,Павлодарская,городское население,,,,,,9.2
2010,на 100 000 населения,Северо-Казахстанская,городское население,,,,,,15.52
2011,на 100 000 населения,Северо-Казахстанская,городское население,,,,,,10.47
2012,на 100 000 населения,Северо-Казахстанская,городское население,,,,,,10.46
2013,на 100 000 населения,Северо-Казахстанская,городское население,,,,,,11.65
2014,на 100 000 населения,Северо-Казахстанская,городское население,,,,,,7.84
2015,на 100 000 населения,Северо-Казахстанская,городское население,,,,,,10.16
2016,на 100 000 населения,Северо-Казахстанская,городское население,,,,,,9.63
2017,на 100 000 населения,Северо-Казахстанская,городское население,,,,,,5.6
2018,на 100 000 населения,Северо-Казахстанская,городское население,,,,,,5.95
2010,на 100 000 населения,Восточно-Казахстанская,городское население,,,,,,15.75
2011,на 100 000 населения,Восточно-Казахстанская,городское население,,,,,,15.8
2012,на 100 000 населения,Восточно-Казахстанская,городское население,,,,,,13.39
2013,на 100 000 населения,Восточно-Казахстанская,городское население,,,,,,13.31
2014,на 100 000 населения,Восточно-Казахстанская,городское население,,,,,,11.15
2015,на 100 000 населения,Восточно-Казахстанская,городское население,,,,,,10.94
2016,на 100 000 населения,Восточно-Казахстанская,городское население,,,,,,12.78
2017,на 100 000 населения,Восточно-Казахстанская,городское население,,,,,,8.19
2018,на 100 000 населения,Восточно-Казахстанская,городское население,,,,,,8.26
2010,на 100 000 населения,г_Нур-Султан,городское население,,,,,,14.41
2011,на 100 000 населения,г_Нур-Султан,городское население,,,,,,10.28
2012,на 100 000 населения,г_Нур-Султан,городское население,,,,,,11.05
2013,на 100 000 населения,г_Нур-Султан,городское население,,,,,,13.19
2014,на 100 000 населения,г_Нур-Султан,городское население,,,,,,8.88
2015,на 100 000 населения,г_Нур-Султан,городское население,,,,,,8.35
2016,на 100 000 населения,г_Нур-Султан,городское население,,,,,,8.67
2017,на 100 000 населения,г_Нур-Султан,городское население,,,,,,8.09
2018,на 100 000 населения,г_Нур-Султан,городское население,,,,,,8.06
2010,на 100 000 населения,г_Алматы,городское население,,,,,,14.48
2011,на 100 000 населения,г_Алматы,городское население,,,,,,14.11
2012,на 100 000 населения,г_Алматы,городское население,,,,,,14.02
2013,на 100 000 населения,г_Алматы,городское население,,,,,,10.8
2014,на 100 000 населения,г_Алматы,городское население,,,,,,11.94
2015,на 100 000 населения,г_Алматы,городское население,,,,,,8.79
2016,на 100 000 населения,г_Алматы,городское население,,,,,,9.03
2017,на 100 000 населения,г_Алматы,городское население,,,,,,8.27
2018,на 100 000 населения,г_Алматы,городское население,,,,,,8.75
2010,на 100 000 населения,,сельское население,,,,,,23.27
2011,на 100 000 населения,,сельское население,,,,,,22.01
2012,на 100 000 населения,,сельское население,,,,,,22.19
2013,на 100 000 населения,,сельское население,,,,,,22.17
2014,на 100 000 населения,,сельское население,,,,,,18.55
2015,на 100 000 населения,,сельское население,,,,,,17.97
2016,на 100 000 населения,,сельское население,,,,,,18.98
2017,на 100 000 населения,,сельское население,,,,,,16.04
2018,на 100 000 населения,,сельское население,,,,,,15.04
2010,на 100 000 населения,Акмолинская,сельское население,,,,,,18.89
2011,на 100 000 населения,Акмолинская,сельское население,,,,,,16.4
2012,на 100 000 населения,Акмолинская,сельское население,,,,,,15.68
2013,на 100 000 населения,Акмолинская,сельское население,,,,,,15.94
2014,на 100 000 населения,Акмолинская,сельское население,,,,,,13.62
2015,на 100 000 населения,Акмолинская,сельское население,,,,,,11.25
2016,на 100 000 населения,Акмолинская,сельское население,,,,,,14.89
2017,на 100 000 населения,Акмолинская,сельское население,,,,,,12.11
2018,на 100 000 населения,Акмолинская,сельское население,,,,,,9.74
2010,на 100 000 населения,Актюбинская,сельское население,,,,,,16.4
2011,на 100 000 населения,Актюбинская,сельское население,,,,,,16.98
2012,на 100 000 населения,Актюбинская,сельское население,,,,,,20.77
2013,на 100 000 населения,Актюбинская,сельское население,,,,,,22.1
2014,на 100 000 населения,Актюбинская,сельское население,,,,,,13.5
2015,на 100 000 населения,Актюбинская,сельское население,,,,,,16.31
2016,на 100 000 населения,Актюбинская,сельское население,,,,,,12.75
2017,на 100 000 населения,Актюбинская,сельское население,,,,,,13.73
2018,на 100 000 населения,Актюбинская,сельское население,,,,,,9.4
2010,на 100 000 населения,Алматинская,сельское население,,,,,,24.09
2011,на 100 000 населения,Алматинская,сельское население,,,,,,26.7
2012,на 100 000 населения,Алматинская,сельское население,,,,,,26.29
2013,на 100 000 населения,Алматинская,сельское население,,,,,,27.2
2014,на 100 000 населения,Алматинская,сельское население,,,,,,22.66
2015,на 100 000 населения,Алматинская,сельское население,,,,,,22.91
2016,на 100 000 населения,Алматинская,сельское население,,,,,,23.25
2017,на 100 000 населения,Алматинская,сельское население,,,,,,20.58
2018,на 100 000 населения,Алматинская,сельское население,,,,,,16.27
2010,на 100 000 населения,Атырауская,сельское население,,,,,,2.9
2011,на 100 000 населения,Атырауская,сельское население,,,,,,19.99
2012,на 100 000 населения,Атырауская,сельское население,,,,,,17.56
2013,на 100 000 населения,Атырауская,сельское население,,,,,,22.39
2014,на 100 000 населения,Атырауская,сельское население,,,,,,17.39
2015,на 100 000 населения,Атырауская,сельское население,,,,,,15.53
2016,на 100 000 населения,Атырауская,сельское население,,,,,,13.08
2017,на 100 000 населения,Атырауская,сельское население,,,,,,10.95
2018,на 100 000 населения,Атырауская,сельское население,,,,,,16.03
2010,на 100 000 населения,Западно-Казахстанская,сельское население,,,,,,15.66
2011,на 100 000 населения,Западно-Казахстанская,сельское население,,,,,,13.89
2012,на 100 000 населения,Западно-Казахстанская,сельское население,,,,,,16.51
2013,на 100 000 населения,Западно-Казахстанская,сельское население,,,,,,17.73
2014,на 100 000 населения,Западно-Казахстанская,сельское население,,,,,,12.61
2015,на 100 000 населения,Западно-Казахстанская,сельское население,,,,,,14.75
2016,на 100 000 населения,Западно-Казахстанская,сельское население,,,,,,15.39
2017,на 100 000 населения,Западно-Казахстанская,сельское население,,,,,,16.17
2018,на 100 000 населения,Западно-Казахстанская,сельское население,,,,,,17.23
2010,на 100 000 населения,Жамбылская,сельское население,,,,,,31.99
2011,на 100 000 населения,Жамбылская,сельское население,,,,,,30.86
2012,на 100 000 населения,Жамбылская,сельское население,,,,,,29.16
2013,на 100 000 населения,Жамбылская,сельское население,,,,,,29.93
2014,на 100 000 населения,Жамбылская,сельское население,,,,,,18.1
2015,на 100 000 населения,Жамбылская,сельское население,,,,,,23.69
2016,на 100 000 населения,Жамбылская,сельское население,,,,,,23.95
2017,на 100 000 населения,Жамбылская,сельское население,,,,,,19.11
2018,на 100 000 населения,Жамбылская,сельское население,,,,,,17.31
2010,на 100 000 населения,Карагандинская,сельское население,,,,,,22.85
2011,на 100 000 населения,Карагандинская,сельское население,,,,,,16.92
2012,на 100 000 населения,Карагандинская,сельское население,,,,,,32.93
2013,на 100 000 населения,Карагандинская,сельское население,,,,,,24.89
2014,на 100 000 населения,Карагандинская,сельское население,,,,,,14.77
2015,на 100 000 населения,Карагандинская,сельское население,,,,,,15.57
2016,на 100 000 населения,Карагандинская,сельское население,,,,,,15.38
2017,на 100 000 населения,Карагандинская,сельское население,,,,,,18.03
2018,на 100 000 населения,Карагандинская,сельское население,,,,,,20.98
2010,на 100 000 населения,Костанайская,сельское население,,,,,,13.17
2011,на 100 000 населения,Костанайская,сельское население,,,,,,12.39
2012,на 100 000 населения,Костанайская,сельское население,,,,,,16.47
2013,на 100 000 населения,Костанайская,сельское население,,,,,,10.52
2014,на 100 000 населения,Костанайская,сельское население,,,,,,21.95
2015,на 100 000 населения,Костанайская,сельское население,,,,,,17.67
2016,на 100 000 населения,Костанайская,сельское население,,,,,,11.61
2017,на 100 000 населения,Костанайская,сельское население,,,,,,11.56
2018,на 100 000 населения,Костанайская,сельское население,,,,,,8.75
2010,на 100 000 населения,Кызылординская,сельское население,,,,,,23.15
2011,на 100 000 населения,Кызылординская,сельское население,,,,,,21.58
2012,на 100 000 населения,Кызылординская,сельское население,,,,,,19.09
2013,на 100 000 населения,Кызылординская,сельское население,,,,,,18.58
2014,на 100 000 населения,Кызылординская,сельское население,,,,,,14.34
2015,на 100 000 населения,Кызылординская,сельское население,,,,,,12.57
2016,на 100 000 населения,Кызылординская,сельское население,,,,,,22.46
2017,на 100 000 населения,Кызылординская,сельское население,,,,,,10.58
2018,на 100 000 населения,Кызылординская,сельское население,,,,,,12.28
2010,на 100 000 населения,Мангистауская,сельское население,,,,,,20.33
2011,на 100 000 населения,Мангистауская,сельское население,,,,,,12.49
2012,на 100 000 населения,Мангистауская,сельское население,,,,,,17.28
2013,на 100 000 населения,Мангистауская,сельское население,,,,,,23.33
2014,на 100 000 населения,Мангистауская,сельское население,,,,,,19.59
2015,на 100 000 населения,Мангистауская,сельское население,,,,,,12.97
2016,на 100 000 населения,Мангистауская,сельское население,,,,,,19.6
2017,на 100 000 населения,Мангистауская,сельское население,,,,,,11.31
2018,на 100 000 населения,Мангистауская,сельское население,,,,,,7.27
2010,на 100 000 населения,Южно-Казахстанская,сельское население,,,,,,32.12
2011,на 100 000 населения,Южно-Казахстанская,сельское население,,,,,,27.7
2012,на 100 000 населения,Южно-Казахстанская,сельское население,,,,,,23.87
2013,на 100 000 населения,Южно-Казахстанская,сельское население,,,,,,24.29
2014,на 100 000 населения,Южно-Казахстанская,сельское население,,,,,,19.66
2015,на 100 000 населения,Южно-Казахстанская,сельское население,,,,,,18.36
2016,на 100 000 населения,Южно-Казахстанская,сельское население,,,,,,20.64
2017,на 100 000 населения,Южно-Казахстанская,сельское население,,,,,,18.83
2018,на 100 000 населения,Южно-Казахстанская,сельское население,,,,,,18.22
2010,на 100 000 населения,Павлодарская,сельское население,,,,,,22.56
2011,на 100 000 населения,Павлодарская,сельское население,,,,,,23.13
2012,на 100 000 населения,Павлодарская,сельское население,,,,,,15.1
2013,на 100 000 населения,Павлодарская,сельское население,,,,,,14.82
2014,на 100 000 населения,Павлодарская,сельское население,,,,,,21.6
