Year,Units,Регионы,GeoCode,Value
2014,процент,Карагандинская,KZ12,116.5
2015,процент,Карагандинская,KZ12,112.6
2016,процент,Карагандинская,KZ12,112.0
2017,процент,Карагандинская,KZ12,105.5
2018,процент,Карагандинская,KZ12,99.5
2011,процент,Костанайская,KZ13,97.2
2012,процент,Костанайская,KZ13,100.0
2013,процент,Костанайская,KZ13,107.9
2014,процент,Костанайская,KZ13,114.1
2015,процент,Костанайская,KZ13,87.8
2016,процент,Костанайская,KZ13,104.4
2017,процент,Костанайская,KZ13,103.2
2018,процент,Костанайская,KZ13,101.2
2011,процент,Кызылординская,KZ14,100.0
2012,процент,Кызылординская,KZ14,132.4
2013,процент,Кызылординская,KZ14,151.4
2014,процент,Кызылординская,KZ14,87.2
2015,процент,Кызылординская,KZ14,107.5
2016,процент,Кызылординская,KZ14,90.7
2017,процент,Кызылординская,KZ14,111.3
2018,процент,Кызылординская,KZ14,111.9
2011,процент,Мангистауская,KZ09,66.8
2012,процент,Мангистауская,KZ09,100.0
2013,процент,Мангистауская,KZ09,127.1
2014,процент,Мангистауская,KZ09,113.5
2015,процент,Мангистауская,KZ09,69.3
2016,процент,Мангистауская,KZ09,100.5
2017,процент,Мангистауская,KZ09,122.2
2018,процент,Мангистауская,KZ09,113.0
2011,процент,Южно-Казахстанская,KZ10,121.5
2012,процент,Южно-Казахстанская,KZ10,104.2
2013,процент,Южно-Казахстанская,KZ10,88.8
2014,процент,Южно-Казахстанская,KZ10,69.0
2015,процент,Южно-Казахстанская,KZ10,128.6
2016,процент,Южно-Казахстанская,KZ10,107.1
2017,процент,Южно-Казахстанская,KZ10,101.8
2011,процент,Павлодарская,KZ11,98.3
2012,процент,Павлодарская,KZ11,104.8
2013,процент,Павлодарская,KZ11,100.0
2014,процент,Павлодарская,KZ11,94.1
2015,процент,Павлодарская,KZ11,98.1
2016,процент,Павлодарская,KZ11,97.6
2017,процент,Павлодарская,KZ11,105.6
2018,процент,Павлодарская,KZ11,105.7
2011,процент,Северо-Казахстанская,KZ16,112.9
2012,процент,Северо-Казахстанская,KZ16,94.5
2013,процент,Северо-Казахстанская,KZ16,101.6
2014,процент,Северо-Казахстанская,KZ16,105.2
2015,процент,Северо-Казахстанская,KZ16,97.6
2016,процент,Северо-Казахстанская,KZ16,89.1
2017,процент,Северо-Казахстанская,KZ16,117.5
2018,процент,Северо-Казахстанская,KZ16,90.9
2011,процент,Восточно-Казахстанская,KZ15,120.7
2012,процент,Восточно-Казахстанская,KZ15,120.7
2013,процент,Восточно-Казахстанская,KZ15,105.4
2014,процент,Восточно-Казахстанская,KZ15,100.2
2015,процент,Восточно-Казахстанская,KZ15,89.7
2016,процент,Восточно-Казахстанская,KZ15,95.8
2017,процент,Восточно-Казахстанская,KZ15,105.4
2018,процент,Восточно-Казахстанская,KZ15,107.8
2011,процент,г_Нур-Султан,KZ05,300.9
2012,процент,г_Нур-Султан,KZ05,100.0
2013,процент,г_Нур-Султан,KZ05,97.8
2014,процент,г_Нур-Султан,KZ05,102.1
2015,процент,г_Нур-Султан,KZ05,67.3
2016,процент,г_Нур-Султан,KZ05,100.5
2017,процент,г_Нур-Султан,KZ05,88.4
2018,процент,г_Нур-Султан,KZ05,108.5
2011,процент,г_Алматы,KZ02,120.0
2012,процент,г_Алматы,KZ02,103.4
2013,процент,г_Алматы,KZ02,94.9
2014,процент,г_Алматы,KZ02,122.3
2015,процент,г_Алматы,KZ02,77.8
2016,процент,г_Алматы,KZ02,101.0
2017,процент,г_Алматы,KZ02,106.2
2018,процент,г_Алматы,KZ02,104.3
