Year,Units,Регионы,Местность,Пол,Образование,Брачное состояние,гражданство,GeoCode,Value
2017,на 100 000 населения,Жамбылская,,,,,,KZ17,1.7018623748683297
2018,на 100 000 населения,Жамбылская,,,,,,KZ17,1.87
2010,на 100 000 населения,Карагандинская,,,,,,KZ12,13.338075760270321
2011,на 100 000 населения,Карагандинская,,,,,,KZ12,9.593437498385716
2012,на 100 000 населения,Карагандинская,,,,,,KZ12,10.952878364977838
2013,на 100 000 населения,Карагандинская,,,,,,KZ12,6.5143337300489375
2014,на 100 000 населения,Карагандинская,,,,,,KZ12,5.6045243796810515
2015,на 100 000 населения,Карагандинская,,,,,,KZ12,5.429015263495447
2016,на 100 000 населения,Карагандинская,,,,,,KZ12,3.8301107407867767
2017,на 100 000 населения,Карагандинская,,,,,,KZ12,3.6916208169774025
2018,на 100 000 населения,Карагандинская,,,,,,KZ12,3.04
2010,на 100 000 населения,Костанайская,,,,,,KZ13,11.331226480623036
2011,на 100 000 населения,Костанайская,,,,,,KZ13,9.652016419783227
2012,на 100 000 населения,Костанайская,,,,,,KZ13,9.660452154621787
2013,на 100 000 населения,Костанайская,,,,,,KZ13,8.290348444480784
2014,на 100 000 населения,Костанайская,,,,,,KZ13,8.283518747985857
2015,на 100 000 населения,Костанайская,,,,,,KZ13,7.590450986078888
2016,на 100 000 населения,Костанайская,,,,,,KZ13,5.558895935199156
2017,на 100 000 населения,Костанайская,,,,,,KZ13,3.3057248314650285
2018,на 100 000 населения,Костанайская,,,,,,KZ13,3.32
2010,на 100 000 населения,Кызылординская,,,,,,KZ14,1.8711470563258443
2011,на 100 000 населения,Кызылординская,,,,,,KZ14,0.28300351631869025
2012,на 100 000 населения,Кызылординская,,,,,,KZ14,0.5557137796178079
2013,на 100 000 населения,Кызылординская,,,,,,KZ14,2.3185749220208702
2014,на 100 000 населения,Кызылординская,,,,,,KZ14,1.3398288234695137
2015,на 100 000 населения,Кызылординская,,,,,,KZ14,1.317470982701606
2016,на 100 000 населения,Кызылординская,,,,,,KZ14,1.0401768300611105
2017,на 100 000 населения,Кызылординская,,,,,,KZ14,1.9277207529420235
2018,на 100 000 населения,Кызылординская,,,,,,KZ14,0.51
2010,на 100 000 населения,Мангистауская,,,,,,KZ09,1.1679673280606098
2011,на 100 000 населения,Мангистауская,,,,,,KZ09,1.8692042984222048
2012,на 100 000 населения,Мангистауская,,,,,,KZ09,0.8980223751254987
2013,на 100 000 населения,Мангистауская,,,,,,KZ09,1.0387811634349031
2014,на 100 000 населения,Мангистауская,,,,,,KZ09,1.3397260595139808
2015,на 100 000 населения,Мангистауская,,,,,,KZ09,0.3242500097275003
2016,на 100 000 населения,Мангистауская,,,,,,KZ09,1.2602414307520962
2017,на 100 000 населения,Мангистауская,,,,,,KZ09,1.074372681465383
2018,на 100 000 населения,Мангистауская,,,,,,KZ09,2.09
2010,на 100 000 населения,Южно-Казахстанская,,,,,,KZ10,2.7563450077669867
2011,на 100 000 населения,Южно-Казахстанская,,,,,,KZ10,1.7729532892330475
2012,на 100 000 населения,Южно-Казахстанская,,,,,,KZ10,1.8867169841508225
2013,на 100 000 населения,Южно-Казахстанская,,,,,,KZ10,3.141288504805801
2014,на 100 000 населения,Южно-Казахстанская,,,,,,KZ10,4.057265403118298
2015,на 100 000 населения,Южно-Казахстанская,,,,,,KZ10,2.380624135691312
2016,на 100 000 населения,Южно-Казахстанская,,,,,,KZ10,2.692539288344382
2017,на 100 000 населения,Южно-Казахстанская,,,,,,KZ10,2.5831271854332294
2018,на 100 000 населения,Южно-Казахстанская,,,,,,KZ10,2.53
2010,на 100 000 населения,Павлодарская,,,,,,KZ11,13.819771396830037
2011,на 100 000 населения,Павлодарская,,,,,,KZ11,8.838950307689217
2012,на 100 000 населения,Павлодарская,,,,,,KZ11,7.484789837793912
2013,на 100 000 населения,Павлодарская,,,,,,KZ11,3.1954964802937726
2014,на 100 000 населения,Павлодарская,,,,,,KZ11,3.976912696161219
2015,на 100 000 населения,Павлодарская,,,,,,KZ11,0.9244658568345762
2016,на 100 000 населения,Павлодарская,,,,,,KZ11,1.979403645269753
2017,на 100 000 населения,Павлодарская,,,,,,KZ11,0.926077209702908
2018,на 100 000 населения,Павлодарская,,,,,,KZ11,1.72
2010,на 100 000 населения,Северо-Казахстанская,,,,,,KZ16,2.0300927414034042
2011,на 100 000 населения,Северо-Казахстанская,,,,,,KZ16,1.7047507995281248
2012,на 100 000 населения,Северо-Казахстанская,,,,,,KZ16,3.6098848962415935
2013,на 100 000 населения,Северо-Казахстанская,,,,,,KZ16,3.634337218036004
2014,на 100 000 населения,Северо-Казахстанская,,,,,,KZ16,3.3107562987138586
2015,на 100 000 населения,Северо-Казахстанская,,,,,,KZ16,2.4530761575015068
2016,на 100 000 населения,Северо-Казахстанская,,,,,,KZ16,3.1777024152303746
2017,на 100 000 населения,Северо-Казахстанская,,,,,,KZ16,2.8527211393768237
2018,на 100 000 населения,Северо-Казахстанская,,,,,,KZ16,3.41
2010,на 100 000 населения,Восточно-Казахстанская,,,,,,KZ15,10.085288639530326
2011,на 100 000 населения,Восточно-Казахстанская,,,,,,KZ15,7.375217407804412
2012,на 100 000 населения,Восточно-Казахстанская,,,,,,KZ15,7.314113945290427
2013,на 100 000 населения,Восточно-Казахстанская,,,,,,KZ15,3.5144897391244467
2014,на 100 000 населения,Восточно-Казахстанская,,,,,,KZ15,3.8711703193070317
2015,на 100 000 населения,Восточно-Казахстанская,,,,,,KZ15,3.582323953853936
2016,на 100 000 населения,Восточно-Казахстанская,,,,,,KZ15,2.5129344325147867
2017,на 100 000 населения,Восточно-Казахстанская,,,,,,KZ15,2.6684696867252646
2018,на 100 000 населения,Восточно-Казахстанская,,,,,,KZ15,2.9
2010,на 100 000 населения,г_Нур-Султан,,,,,,KZ05,10.695870354167008
2011,на 100 000 населения,г_Нур-Султан,,,,,,KZ05,8.055387734977744
2012,на 100 000 населения,г_Нур-Султан,,,,,,KZ05,7.6265013030797935
2013,на 100 000 населения,г_Нур-Султан,,,,,,KZ05,6.153598850658435
2014,на 100 000 населения,г_Нур-Султан,,,,,,KZ05,5.038321231365709
2015,на 100 000 населения,г_Нур-Султан,,,,,,KZ05,5.216218033277153
2016,на 100 000 населения,г_Нур-Султан,,,,,,KZ05,3.576700721192928
2017,на 100 000 населения,г_Нур-Султан,,,,,,KZ05,2.892527156092236
2018,на 100 000 населения,г_Нур-Султан,,,,,,KZ05,2.85
2010,на 100 000 населения,г_Алматы,,,,,,KZ02,8.987924082001255
2011,на 100 000 населения,г_Алматы,,,,,,KZ02,10.620020555329257
2012,на 100 000 населения,г_Алматы,,,,,,KZ02,9.096461476485649
2013,на 100 000 населения,г_Алматы,,,,,,KZ02,6.77454969366962
2014,на 100 000 населения,г_Алматы,,,,,,KZ02,5.226359434159485
2015,на 100 000 населения,г_Алматы,,,,,,KZ02,5.14321768070785
2016,на 100 000 населения,г_Алматы,,,,,,KZ02,3.937379453943372
2017,на 100 000 населения,г_Алматы,,,,,,KZ02,4.221759454841386
2018,на 100 000 населения,г_Алматы,,,,,,KZ02,3.06
2010,на 100 000 населения,,городское население,,,,,,8.643585408683668
2011,на 100 000 населения,,городское население,,,,,,7.29222785516133
2012,на 100 000 населения,,городское население,,,,,,7.117470978919573
2013,на 100 000 населения,,городское население,,,,,,5.504652072319797
2014,на 100 000 населения,,городское население,,,,,,4.701462331219577
2015,на 100 000 населения,,городское население,,,,,,3.975322406195224
2016,на 100 000 населения,,городское население,,,,,,3.0464840222265166
2017,на 100 000 населения,,городское население,,,,,,3.0469301235907404
2018,на 100 000 населения,,городское население,,,,,,2.84
2010,на 100 000 населения,Акмолинская,городское население,,,,,,11.974473926313177
2011,на 100 000 населения,Акмолинская,городское население,,,,,,11.399775512112992
2012,на 100 000 населения,Акмолинская,городское население,,,,,,7.579843447079574
2013,на 100 000 населения,Акмолинская,городское население,,,,,,4.922855951443267
2014,на 100 000 населения,Акмолинская,городское население,,,,,,7.78376134411144
2015,на 100 000 населения,Акмолинская,городское население,,,,,,9.447736837584817
2016,на 100 000 населения,Акмолинская,городское население,,,,,,6.572179677677449
2017,на 100 000 населения,Акмолинская,городское население,,,,,,6.023327486881336
2018,на 100 000 населения,Акмолинская,городское население,,,,,,6.89
2010,на 100 000 населения,Актюбинская,городское население,,,,,,3.1794413085732574
2011,на 100 000 населения,Актюбинская,городское население,,,,,,2.491730569173555
2012,на 100 000 населения,Актюбинская,городское население,,,,,,4.919867655560067
2013,на 100 000 населения,Актюбинская,городское население,,,,,,2.2233720873825646
2014,на 100 000 населения,Актюбинская,городское население,,,,,,2.1793959903076314
2015,на 100 000 населения,Актюбинская,городское население,,,,,,2.3259780737800244
2016,на 100 000 населения,Актюбинская,городское население,,,,,,1.899400169426496
2017,на 100 000 населения,Актюбинская,городское население,,,,,,2.599794987595264
2018,на 100 000 населения,Актюбинская,городское население,,,,,,2.3
2010,на 100 000 населения,Алматинская,городское население,,,,,,9.423727566931447
2011,на 100 000 населения,Алматинская,городское население,,,,,,8.606183316234207
2012,на 100 000 населения,Алматинская,городское население,,,,,,8.253788377327513
2013,на 100 000 населения,Алматинская,городское население,,,,,,7.6946922013195325
2014,на 100 000 населения,Алматинская,городское население,,,,,,3.29159860600799
2015,на 100 000 населения,Алматинская,городское население,,,,,,8.326448001332231
2016,на 100 000 населения,Алматинская,городское население,,,,,,4.863936658856171
2017,на 100 000 населения,Алматинская,городское население,,,,,,4.682310549990582
2018,на 100 000 населения,Алматинская,городское население,,,,,,5.42
2010,на 100 000 населения,Атырауская,городское население,,,,,,2.7919702934360777
2011,на 100 000 населения,Атырауская,городское население,,,,,,6.215813028344108
2012,на 100 000 населения,Атырауская,городское население,,,,,,2.6473235558850003
2013,на 100 000 населения,Атырауская,городское население,,,,,,2.249794706233056
2014,на 100 000 населения,Атырауская,городское население,,,,,,2.965544084666284
2015,на 100 000 населения,Атырауская,городское население,,,,,,1.0757970759835476
2016,на 100 000 населения,Атырауская,городское население,,,,,,1.7384652828483016
2017,на 100 000 населения,Атырауская,городское население,,,,,,0.6794562990694846
2018,на 100 000 населения,Атырауская,городское население,,,,,,0.31
2010,на 100 000 населения,Западно-Казахстанская,городское население,,,,,,7.6694869461846045
2011,на 100 000 населения,Западно-Казахстанская,городское население,,,,,,7.4938261091714224
2012,на 100 000 населения,Западно-Казахстанская,городское население,,,,,,4.664987271249016
2013,на 100 000 населения,Западно-Казахстанская,городское население,,,,,,4.2609958275017785
2014,на 100 000 населения,Западно-Казахстанская,городское население,,,,,,5.811138014527844
2015,на 100 000 населения,Западно-Казахстанская,городское население,,,,,,2.8582770940849542
2016,на 100 000 населения,Западно-Казахстанская,городское население,,,,,,1.8697413524462447
2017,на 100 000 населения,Западно-Казахстанская,городское население,,,,,,2.7366478192717785
2018,на 100 000 населения,Западно-Казахстанская,городское население,,,,,,2.38
2010,на 100 000 населения,Жамбылская,городское население,,,,,,5.930902612206746
2011,на 100 000 населения,Жамбылская,городское население,,,,,,6.15412290730234
2012,на 100 000 населения,Жамбылская,городское население,,,,,,7.293705767203735
2013,на 100 000 населения,Жамбылская,городское население,,,,,,12.264515516926188
2014,на 100 000 населения,Жамбылская,городское население,,,,,,3.639987078045873
2015,на 100 000 населения,Жамбылская,городское население,,,,,,1.5691548980049317
2016,на 100 000 населения,Жамбылская,городское население,,,,,,0.6680175465942239
2017,на 100 000 населения,Жамбылская,городское население,,,,,,1.5675823960496924
2018,на 100 000 населения,Жамбылская,городское население,,,,,,2.24
2010,на 100 000 населения,Карагандинская,городское население,,,,,,15.305433714162946
2011,на 100 000 населения,Карагандинская,городское население,,,,,,11.137202787698488
2012,на 100 000 населения,Карагандинская,городское население,,,,,,11.634027278041055
2013,на 100 000 населения,Карагандинская,городское население,,,,,,7.642481010298709
2014,на 100 000 населения,Карагандинская,городское население,,,,,,6.3721560790369
2015,на 100 000 населения,Карагандинская,городское население,,,,,,5.309104290030875
2016,на 100 000 населения,Карагандинская,городское население,,,,,,4.190885734589385
2017,на 100 000 населения,Карагандинская,городское население,,,,,,4.004718286271826
2018,на 100 000 населения,Карагандинская,городское население,,,,,,3.64
2010,на 100 000 населения,Костанайская,городское население,,,,,,10.174596068536081
2011,на 100 000 населения,Костанайская,городское население,,,,,,9.440748066894443
2012,на 100 000 населения,Костанайская,городское население,,,,,,11.58807943182755
2013,на 100 000 населения,Костанайская,городское население,,,,,,9.053050878145935
2014,на 100 000 населения,Костанайская,городское население,,,,,,6.99360303872052
2015,на 100 000 населения,Костанайская,городское население,,,,,,7.546063326563437
2016,на 100 000 населения,Костанайская,городское население,,,,,,3.418438201046897
2017,на 100 000 населения,Костанайская,городское население,,,,,,2.7616797811050118
2018,на 100 000 населения,Костанайская,городское население,,,,,,3.37
2010,на 100 000 населения,Кызылординская,городское население,,,,,,1.023485582499761
2011,на 100 000 населения,Кызылординская,городское население,,,,,,0.0
2012,на 100 000 населения,Кызылординская,городское население,,,,,,0.3267824347905651
2013,на 100 000 населения,Кызылординская,городское население,,,,,,1.914907876973552
2014,на 100 000 населения,Кызылординская,городское население,,,,,,1.5583411769839242
2015,на 100 000 населения,Кызылординская,городское население,,,,,,1.2145613763409515
2016,на 100 000 населения,Кызылординская,городское население,,,,,,1.4825313332997292
2017,на 100 000 населения,Кызылординская,городское население,,,,,,3.202356934703942
2018,на 100 000 населения,Кызылординская,городское население,,,,,,0.86
2010,на 100 000 населения,Мангистауская,городское население,,,,,,1.1003480767749532
2011,на 100 000 населения,Мангистауская,городское население,,,,,,1.4343240927003662
2012,на 100 000 населения,Мангистауская,городское население,,,,,,0.7021559699055951
2013,на 100 000 населения,Мангистауская,городское население,,,,,,1.0329369150994718
2014,на 100 000 населения,Мангистауская,городское население,,,,,,1.0691032718123794
2015,на 100 000 населения,Мангистауская,городское население,,,,,,0.3705913526213779
2016,на 100 000 населения,Мангистауская,городское население,,,,,,1.1006952725138046
2017,на 100 000 населения,Мангистауская,городское население,,,,,,1.101501530169209
2018,на 100 000 населения,Мангистауская,городское население,,,,,,3.33
2010,на 100 000 населения,Южно-Казахстанская,городское население,,,,,,4.507843647947428
2011,на 100 000 населения,Южно-Казахстанская,городское население,,,,,,2.9508216070961364
2012,на 100 000 населения,Южно-Казахстанская,городское население,,,,,,3.086011975655224
2013,на 100 000 населения,Южно-Казахстанская,городское население,,,,,,4.721430857950087
2014,на 100 000 населения,Южно-Казахстанская,городское население,,,,,,5.610931129704873
2015,на 100 000 населения,Южно-Казахстанская,городское население,,,,,,2.6930479758576165
2016,на 100 000 населения,Южно-Казахстанская,городское население,,,,,,2.945946532620931
2017,на 100 000 населения,Южно-Казахстанская,городское население,,,,,,3.1035542508852703
2018,на 100 000 населения,Южно-Казахстанская,городское население,,,,,,2.48
2010,на 100 000 населения,Павлодарская,городское население,,,,,,12.148906402473676
2011,на 100 000 населения,Павлодарская,городское население,,,,,,7.794308206432253
2012,на 100 000 населения,Павлодарская,городское население,,,,,,7.939320355449183
2013,на 100 000 населения,Павлодарская,городское население,,,,,,4.025649135923168
2014,на 100 000 населения,Павлодарская,городское население,,,,,,4.360454093897639
2015,на 100 000 населения,Павлодарская,городское население,,,,,,0.5636491396835298
2016,на 100 000 населения,Павлодарская,городское население,,,,,,1.68350483259415
2017,на 100 000 населения,Павлодарская,городское население,,,,,,1.1234987248289472
2018,на 100 000 населения,Павлодарская,городское население,,,,,,2.25
2010,на 100 000 населения,Северо-Казахстанская,городское население,,,,,,2.5162507863283707
2011,на 100 000 населения,Северо-Казахстанская,городское население,,,,,,0.4189622305549155
2012,на 100 000 населения,Северо-Казахстанская,городское население,,,,,,5.441630144956656
2013,на 100 000 населения,Северо-Казахстанская,городское население,,,,,,2.4967126616621447
2014,на 100 000 населения,Северо-Казахстанская,городское население,,,,,,2.8891713856465966
2015,на 100 000 населения,Северо-Казахстанская,городское население,,,,,,0.8127339149799052
2016,на 100 000 населения,Северо-Казахстанская,городское население,,,,,,2.408526182686711
2017,на 100 000 населения,Северо-Казахстанская,городское население,,,,,,1.199772043311771
2018,на 100 000 населения,Северо-Казахстанская,городское население,,,,,,0.79
2010,на 100 000 населения,Восточно-Казахстанская,городское население,,,,,,11.780739359202185
2011,на 100 000 населения,Восточно-Казахстанская,городское население,,,,,,7.654179243594255
2012,на 100 000 населения,Восточно-Казахстанская,городское население,,,,,,7.373253767732675
2013,на 100 000 населения,Восточно-Казахстанская,городское население,,,,,,2.5636705903034653
2014,на 100 000 населения,Восточно-Казахстанская,городское население,,,,,,3.636266669252456
2015,на 100 000 населения,Восточно-Казахстанская,городское население,,,,,,2.885381814159772
2016,на 100 000 населения,Восточно-Казахстанская,городское население,,,,,,1.7918000064504802
2017,на 100 000 населения,Восточно-Казахстанская,городское население,,,,,,1.781547796848917
2018,на 100 000 населения,Восточно-Казахстанская,городское население,,,,,,2.01
2010,на 100 000 населения,г_Нур-Султан,городское население,,,,,,10.695870354167008
2011,на 100 000 населения,г_Нур-Султан,городское население,,,,,,8.055387734977744
2012,на 100 000 населения,г_Нур-Султан,городское население,,,,,,7.6265013030797935
2013,на 100 000 населения,г_Нур-Султан,городское население,,,,,,6.153598850658435
2014,на 100 000 населения,г_Нур-Султан,городское население,,,,,,5.038321231365709
2015,на 100 000 населения,г_Нур-Султан,городское население,,,,,,5.216218033277153
2016,на 100 000 населения,г_Нур-Султан,городское население,,,,,,3.576700721192928
2017,на 100 000 населения,г_Нур-Султан,городское население,,,,,,2.892527156092236
2018,на 100 000 населения,г_Нур-Султан,городское население,,,,,,2.85
2010,на 100 000 населения,г_Алматы,городское население,,,,,,8.987924082001255
2011,на 100 000 населения,г_Алматы,городское население,,,,,,10.620020555329257
2012,на 100 000 населения,г_Алматы,городское население,,,,,,9.096461476485649
2013,на 100 000 населения,г_Алматы,городское население,,,,,,6.77454969366962
2014,на 100 000 населения,г_Алматы,городское население,,,,,,5.226359434159485
2015,на 100 000 населения,г_Алматы,городское население,,,,,,5.14321768070785
2016,на 100 000 населения,г_Алматы,городское население,,,,,,3.937379453943372
2017,на 100 000 населения,г_Алматы,городское население,,,,,,4.221759454841386
2018,на 100 000 населения,г_Алматы,городское население,,,,,,3.06
2010,на 100 000 населения,,сельское население,,,,,,5.292857295813215
2011,на 100 000 населения,,сельское население,,,,,,4.316277067153678
2012,на 100 000 населения,,сельское население,,,,,,4.216417094303593
2013,на 100 000 населения,,сельское население,,,,,,3.4896619416036323
2014,на 100 000 населения,,сельское население,,,,,,3.8285714659051333
2015,на 100 000 населения,,сельское население,,,,,,3.3655404157362674
2016,на 100 000 населения,,сельское население,,,,,,3.162896350448916
2017,на 100 000 населения,,сельское население,,,,,,2.6755430621837117
2018,на 100 000 населения,,сельское население,,,,,,2.67
2010,на 100 000 населения,Акмолинская,сельское население,,,,,,10.719399305280836
2011,на 100 000 населения,Акмолинская,сельское население,,,,,,9.481636376682351
2012,на 100 000 населения,Акмолинская,сельское население,,,,,,9.252857462301034
2013,на 100 000 населения,Акмолинская,сельское население,,,,,,7.45765850095921
2014,на 100 000 населения,Акмолинская,сельское население,,,,,,8.221782585236761
2015,на 100 000 населения,Акмолинская,сельское население,,,,,,6.646216768916156
2016,на 100 000 населения,Акмолинская,сельское население,,,,,,7.189921783922308
2017,на 100 000 населения,Акмолинская,сельское население,,,,,,6.188031058759223
2018,на 100 000 населения,Акмолинская,сельское население,,,,,,5.89
2010,на 100 000 населения,Актюбинская,сельское население,,,,,,5.690090874098371
2011,на 100 000 населения,Актюбинская,сельское население,,,,,,2.9964741487516355
2012,на 100 000 населения,Актюбинская,сельское население,,,,,,2.307854618346785
2013,на 100 000 населения,Актюбинская,сельское население,,,,,,4.875131628553972
2014,на 100 000 населения,Актюбинская,сельское население,,,,,,2.8934813081107498
2015,на 100 000 населения,Актюбинская,сельское население,,,,,,2.238066310707549
2016,на 100 000 населения,Актюбинская,сельское население,,,,,,1.9122774587107425
2017,на 100 000 населения,Актюбинская,сельское население,,,,,,2.2352005773203776
2018,на 100 000 населения,Актюбинская,сельское население,,,,,,1.57
2010,на 100 000 населения,Алматинская,сельское население,,,,,,6.1996673314870545
2011,на 100 000 населения,Алматинская,сельское население,,,,,,4.623010725384883
2012,на 100 000 населения,Алматинская,сельское население,,,,,,5.204358954775473
2013,на 100 000 населения,Алматинская,сельское население,,,,,,3.1108460640847526
2014,на 100 000 населения,Алматинская,сельское население,,,,,,3.821709859810296
2015,на 100 000 населения,Алматинская,сельское население,,,,,,4.6374186491063085
2016,на 100 000 населения,Алматинская,сельское население,,,,,,3.7517418801586446
2017,на 100 000 населения,Алматинская,сельское население,,,,,,3.5931320221232403
2018,на 100 000 населения,Алматинская,сельское население,,,,,,2.87
2010,на 100 000 населения,Атырауская,сельское население,,,,,,2.5381538918964
2011,на 100 000 населения,Атырауская,сельское население,,,,,,3.570306475107824
2012,на 100 000 населения,Атырауская,сельское население,,,,,,3.5129504919887165
2013,на 100 000 населения,Атырауская,сельское население,,,,,,2.3742978861965103
2014,на 100 000 населения,Атырауская,сельское население,,,,,,4.26446226770982
2015,на 100 000 населения,Атырауская,сельское население,,,,,,0.6470670070239124
2016,на 100 000 населения,Атырауская,сельское население,,,,,,0.9572125969177754
2017,на 100 000 населения,Атырауская,сельское население,,,,,,1.2512258102860143
2018,на 100 000 населения,Атырауская,сельское население,,,,,,1.34
2010,на 100 000 населения,Западно-Казахстанская,сельское население,,,,,,5.6383028708358784
2011,на 100 000 населения,Западно-Казахстанская,сельское население,,,,,,4.733608303380112
2012,на 100 000 населения,Западно-Казахстанская,сельское население,,,,,,4.126329154102524
2013,на 100 000 населения,Западно-Казахстанская,сельское население,,,,,,3.166390662947213
2014,на 100 000 населения,Западно-Казахстанская,сельское население,,,,,,2.5211143325349803
2015,на 100 000 населения,Западно-Казахстанская,сельское население,,,,,,2.82447755011094
2016,на 100 000 населения,Западно-Казахстанская,сельское население,,,,,,2.512989011955545
2017,на 100 000 населения,Западно-Казахстанская,сельское население,,,,,,0.9514717682468499
2018,на 100 000 населения,Западно-Казахстанская,сельское население,,,,,,4.79
2010,на 100 000 населения,Жамбылская,сельское население,,,,,,2.5854282034667357
2011,на 100 000 населения,Жамбылская,сельское население,,,,,,4.931907852870053
2012,на 100 000 населения,Жамбылская,сельское население,,,,,,4.703816363009189
2013,на 100 000 населения,Жамбылская,сельское население,,,,,,4.031407767592444
2014,на 100 000 населения,Жамбылская,сельское население,,,,,,3.835138149346416
2015,на 100 000 населения,Жамбылская,сельское население,,,,,,1.974126790570963
2016,на 100 000 населения,Жамбылская,сельское население,,,,,,2.4098635715985526
2017,на 100 000 населения,Жамбылская,сельское население,,,,,,1.7913749773279104
2018,на 100 000 населения,Жамбылская,сельское население,,,,,,1.63
2010,на 100 000 населения,Карагандинская,сельское население,,,,,,6.384279886830237
2011,на 100 000 населения,Карагандинская,сельское население,,,,,,4.0598008667674845
2012,на 100 000 населения,Карагандинская,сельское население,,,,,,8.487984409270238
2013,на 100 000 населения,Карагандинская,сельское население,,,,,,2.386895263035858
2014,на 100 000 населения,Карагандинская,сельское население,,,,,,2.74863083826369
2015,на 100 000 населения,Карагандинская,сельское население,,,,,,5.882291879323052
2016,на 100 000 населения,Карагандинская,сельское население,,,,,,2.446252341412956
2017,на 100 000 населения,Карагандинская,сельское население,,,,,,2.475221267101127
