Year,Units,Регионы,Местность,Пол,Образование,Брачное состояние,гражданство,GeoCode,Value
2011,на 100 000 населения,Атырауская,,,,,,KZ06,13.4
2012,на 100 000 населения,Атырауская,,,,,,KZ06,17.48
2013,на 100 000 населения,Атырауская,,,,,,KZ06,19.77
2014,на 100 000 населения,Атырауская,,,,,,KZ06,16.01
2015,на 100 000 населения,Атырауская,,,,,,KZ06,18.37
2016,на 100 000 населения,Атырауская,,,,,,KZ06,13.98
2017,на 100 000 населения,Атырауская,,,,,,KZ06,13.02847780965231
2018,на 100 000 населения,Атырауская,,,,,,KZ06,10.68
2010,на 100 000 населения,Западно-Казахстанская,,,,,,KZ07,28.54
2011,на 100 000 населения,Западно-Казахстанская,,,,,,KZ07,33.75
2012,на 100 000 населения,Западно-Казахстанская,,,,,,KZ07,32.19
2013,на 100 000 населения,Западно-Казахстанская,,,,,,KZ07,26.41
2014,на 100 000 населения,Западно-Казахстанская,,,,,,KZ07,23.76
2015,на 100 000 населения,Западно-Казахстанская,,,,,,KZ07,19.1
2016,на 100 000 населения,Западно-Казахстанская,,,,,,KZ07,17.52
2017,на 100 000 населения,Западно-Казахстанская,,,,,,KZ07,15.834317156715493
2018,на 100 000 населения,Западно-Казахстанская,,,,,,KZ07,21.24
2010,на 100 000 населения,Жамбылская,,,,,,KZ17,17.4
2011,на 100 000 населения,Жамбылская,,,,,,KZ17,17.89
2012,на 100 000 населения,Жамбылская,,,,,,KZ17,14.49
2013,на 100 000 населения,Жамбылская,,,,,,KZ17,19.59
2014,на 100 000 населения,Жамбылская,,,,,,KZ17,17.04
2015,на 100 000 населения,Жамбылская,,,,,,KZ17,12.76
2016,на 100 000 населения,Жамбылская,,,,,,KZ17,10.33
2017,на 100 000 населения,Жамбылская,,,,,,KZ17,9.5
2018,на 100 000 населения,Жамбылская,,,,,,KZ17,8.83
2010,на 100 000 населения,Карагандинская,,,,,,KZ12,33.57
2011,на 100 000 населения,Карагандинская,,,,,,KZ12,29.0
2012,на 100 000 населения,Карагандинская,,,,,,KZ12,26.83
2013,на 100 000 населения,Карагандинская,,,,,,KZ12,25.76
2014,на 100 000 населения,Карагандинская,,,,,,KZ12,26.57
2015,на 100 000 населения,Карагандинская,,,,,,KZ12,22.87
2016,на 100 000 населения,Карагандинская,,,,,,KZ12,21.82
2017,на 100 000 населения,Карагандинская,,,,,,KZ12,22.149724901864413
2018,на 100 000 населения,Карагандинская,,,,,,KZ12,20.01
2010,на 100 000 населения,Костанайская,,,,,,KZ13,38.19
2011,на 100 000 населения,Костанайская,,,,,,KZ13,40.99
2012,на 100 000 населения,Костанайская,,,,,,KZ13,38.87
2013,на 100 000 населения,Костанайская,,,,,,KZ13,42.25
2014,на 100 000 населения,Костанайская,,,,,,KZ13,31.66
2015,на 100 000 населения,Костанайская,,,,,,KZ13,36.82
2016,на 100 000 населения,Костанайская,,,,,,KZ13,31.99
2017,на 100 000 населения,Костанайская,,,,,,KZ13,28.611618368886965
2018,на 100 000 населения,Костанайская,,,,,,KZ13,25.85
2010,на 100 000 населения,Кызылординская,,,,,,KZ14,8.64
2011,на 100 000 населения,Кызылординская,,,,,,KZ14,7.22
2012,на 100 000 населения,Кызылординская,,,,,,KZ14,14.17
2013,на 100 000 населения,Кызылординская,,,,,,KZ14,16.91
2014,на 100 000 населения,Кызылординская,,,,,,KZ14,9.38
2015,на 100 000 населения,Кызылординская,,,,,,KZ14,7.38
2016,на 100 000 населения,Кызылординская,,,,,,KZ14,7.28
2017,на 100 000 населения,Кызылординская,,,,,,KZ14,5.269103391374864
2018,на 100 000 населения,Кызылординская,,,,,,KZ14,4.44
2010,на 100 000 населения,Мангистауская,,,,,,KZ09,13.24
2011,на 100 000 населения,Мангистауская,,,,,,KZ09,10.65
2012,на 100 000 населения,Мангистауская,,,,,,KZ09,5.21
2013,на 100 000 населения,Мангистауская,,,,,,KZ09,12.47
2014,на 100 000 населения,Мангистауская,,,,,,KZ09,8.37
2015,на 100 000 населения,Мангистауская,,,,,,KZ09,8.11
2016,на 100 000 населения,Мангистауская,,,,,,KZ09,11.18
2017,на 100 000 населения,Мангистауская,,,,,,KZ09,9.52
2018,на 100 000 населения,Мангистауская,,,,,,KZ09,9.56
2010,на 100 000 населения,Южно-Казахстанская,,,,,,KZ10,11.46
2011,на 100 000 населения,Южно-Казахстанская,,,,,,KZ10,10.68
2012,на 100 000 населения,Южно-Казахстанская,,,,,,KZ10,11.66
2013,на 100 000 населения,Южно-Казахстанская,,,,,,KZ10,13.53
2014,на 100 000 населения,Южно-Казахстанская,,,,,,KZ10,13.11
2015,на 100 000 населения,Южно-Казахстанская,,,,,,KZ10,11.12
2016,на 100 000 населения,Южно-Казахстанская,,,,,,KZ10,8.71
2017,на 100 000 населения,Южно-Казахстанская,,,,,,KZ10,11.262434528488876
2018,на 100 000 населения,Южно-Казахстанская,,,,,,KZ10,9.76
2010,на 100 000 населения,Павлодарская,,,,,,KZ11,27.1
2011,на 100 000 населения,Павлодарская,,,,,,KZ11,32.01
2012,на 100 000 населения,Павлодарская,,,,,,KZ11,28.34
2013,на 100 000 населения,Павлодарская,,,,,,KZ11,25.43
2014,на 100 000 населения,Павлодарская,,,,,,KZ11,13.52
2015,на 100 000 населения,Павлодарская,,,,,,KZ11,4.89
2016,на 100 000 населения,Павлодарская,,,,,,KZ11,4.49
2017,на 100 000 населения,Павлодарская,,,,,,KZ11,9.657662329758898
2018,на 100 000 населения,Павлодарская,,,,,,KZ11,7.82
2010,на 100 000 населения,Северо-Казахстанская,,,,,,KZ16,26.22
2011,на 100 000 населения,Северо-Казахстанская,,,,,,KZ16,17.56
2012,на 100 000 населения,Северо-Казахстанская,,,,,,KZ16,8.42
2013,на 100 000 населения,Северо-Казахстанская,,,,,,KZ16,10.56
2014,на 100 000 населения,Северо-Казахстанская,,,,,,KZ16,11.33
2015,на 100 000 населения,Северо-Казахстанская,,,,,,KZ16,16.65
2016,на 100 000 населения,Северо-Казахстанская,,,,,,KZ16,17.48
2017,на 100 000 населения,Северо-Казахстанская,,,,,,KZ16,11.589179628718345
2018,на 100 000 населения,Северо-Казахстанская,,,,,,KZ16,15.09
2010,на 100 000 населения,Восточно-Казахстанская,,,,,,KZ15,40.41
2011,на 100 000 населения,Восточно-Казахстанская,,,,,,KZ15,36.88
2012,на 100 000 населения,Восточно-Казахстанская,,,,,,KZ15,30.91
2013,на 100 000 населения,Восточно-Казахстанская,,,,,,KZ15,31.27
2014,на 100 000 населения,Восточно-Казахстанская,,,,,,KZ15,28.32
2015,на 100 000 населения,Восточно-Казахстанская,,,,,,KZ15,26.72
2016,на 100 000 населения,Восточно-Казахстанская,,,,,,KZ15,22.69
2017,на 100 000 населения,Восточно-Казахстанская,,,,,,KZ15,21.996844714897453
2018,на 100 000 населения,Восточно-Казахстанская,,,,,,KZ15,19.84
2010,на 100 000 населения,г.Нур-Султан,,,,,,KZ05,12.18
2011,на 100 000 населения,г.Нур-Султан,,,,,,KZ05,11.81
2012,на 100 000 населения,г.Нур-Султан,,,,,,KZ05,10.12
2013,на 100 000 населения,г.Нур-Султан,,,,,,KZ05,12.56
2014,на 100 000 населения,г.Нур-Султан,,,,,,KZ05,8.4
2015,на 100 000 населения,г.Нур-Султан,,,,,,KZ05,12.98
2016,на 100 000 населения,г.Нур-Султан,,,,,,KZ05,10.51
2017,на 100 000 населения,г.Нур-Султан,,,,,,KZ05,9.98
2018,на 100 000 населения,г.Нур-Султан,,,,,,KZ05,11.19
2010,на 100 000 населения,г.Алматы,,,,,,KZ02,7.63
2011,на 100 000 населения,г.Алматы,,,,,,KZ02,8.24
2012,на 100 000 населения,г.Алматы,,,,,,KZ02,7.25
2013,на 100 000 населения,г.Алматы,,,,,,KZ02,5.63
2014,на 100 000 населения,г.Алматы,,,,,,KZ02,6.71
2015,на 100 000 населения,г.Алматы,,,,,,KZ02,5.68
2016,на 100 000 населения,г.Алматы,,,,,,KZ02,4.75
2017,на 100 000 населения,г.Алматы,,,,,,KZ02,5.009821219745112
2018,на 100 000 населения,г.Алматы,,,,,,KZ02,7.6
2010,на 100 000 населения,Республика Казахстан,городское население,,,,,,19.38
2011,на 100 000 населения,Республика Казахстан,городское население,,,,,,18.21
2012,на 100 000 населения,Республика Казахстан,городское население,,,,,,17.11
2013,на 100 000 населения,Республика Казахстан,городское население,,,,,,17.71
2014,на 100 000 населения,Республика Казахстан,городское население,,,,,,14.85
2015,на 100 000 населения,Республика Казахстан,городское население,,,,,,13.49
2016,на 100 000 населения,Республика Казахстан,городское население,,,,,,11.95
2017,на 100 000 населения,Республика Казахстан,городское население,,,,,,12.35
2018,на 100 000 населения,Республика Казахстан,городское население,,,,,,12.36
2010,на 100 000 населения,Акмолинская,городское население,,,,,KZ03,39.43
2011,на 100 000 населения,Акмолинская,городское население,,,,,KZ03,27.77
2012,на 100 000 населения,Акмолинская,городское население,,,,,KZ03,29.15
2013,на 100 000 населения,Акмолинская,городское население,,,,,KZ03,32.72
2014,на 100 000 населения,Акмолинская,городское население,,,,,KZ03,30.56
2015,на 100 000 населения,Акмолинская,городское население,,,,,KZ03,30.06
2016,на 100 000 населения,Акмолинская,городское население,,,,,KZ03,26.0
2017,на 100 000 населения,Акмолинская,городское население,,,,,KZ03,28.39
2018,на 100 000 населения,Акмолинская,городское население,,,,,KZ03,27.26
2010,на 100 000 населения,Актюбинская,городское население,,,,,KZ04,15.05
2011,на 100 000 населения,Актюбинская,городское население,,,,,KZ04,15.57
2012,на 100 000 населения,Актюбинская,городское население,,,,,KZ04,16.19
2013,на 100 000 населения,Актюбинская,городское население,,,,,KZ04,17.99
2014,на 100 000 населения,Актюбинская,городское население,,,,,KZ04,13.27
2015,на 100 000 населения,Актюбинская,городское население,,,,,KZ04,19.19
2016,на 100 000 населения,Актюбинская,городское население,,,,,KZ04,15.95
2017,на 100 000 населения,Актюбинская,городское население,,,,,KZ04,12.441876012063048
2018,на 100 000 населения,Актюбинская,городское население,,,,,KZ04,13.32
2010,на 100 000 населения,Алматинская,городское население,,,,,KZ01,22.07
2011,на 100 000 населения,Алматинская,городское население,,,,,KZ01,22.19
2012,на 100 000 населения,Алматинская,городское население,,,,,KZ01,23.87
2013,на 100 000 населения,Алматинская,городское население,,,,,KZ01,26.16
2014,на 100 000 населения,Алматинская,городское население,,,,,KZ01,21.4
2015,на 100 000 населения,Алматинская,городское население,,,,,KZ01,14.94
2016,на 100 000 населения,Алматинская,городское население,,,,,KZ01,16.92
2017,на 100 000 населения,Алматинская,городское население,,,,,KZ01,20.44
2018,на 100 000 населения,Алматинская,городское население,,,,,KZ01,15.84
2010,на 100 000 населения,Атырауская,городское население,,,,,KZ06,9.97
2011,на 100 000 населения,Атырауская,городское население,,,,,KZ06,12.04
2012,на 100 000 населения,Атырауская,городское население,,,,,KZ06,16.26
2013,на 100 000 населения,Атырауская,городское население,,,,,KZ06,17.62
2014,на 100 000 населения,Атырауская,городское население,,,,,KZ06,12.6
2015,на 100 000 населения,Атырауская,городское население,,,,,KZ06,13.27
2016,на 100 000 населения,Атырауская,городское население,,,,,KZ06,13.56
2017,на 100 000 населения,Атырауская,городское население,,,,,KZ06,10.531572635577012
2018,на 100 000 населения,Атырауская,городское население,,,,,KZ06,11.9
2010,на 100 000 населения,Западно-Казахстанская,городское население,,,,,KZ07,24.75
2011,на 100 000 населения,Западно-Казахстанская,городское население,,,,,KZ07,26.91
2012,на 100 000 населения,Западно-Казахстанская,городское население,,,,,KZ07,24.99
2013,на 100 000 населения,Западно-Казахстанская,городское население,,,,,KZ07,22.94
2014,на 100 000 населения,Западно-Казахстанская,городское население,,,,,KZ07,23.24
2015,на 100 000 населения,Западно-Казахстанская,городское население,,,,,KZ07,15.24
2016,на 100 000 населения,Западно-Казахстанская,городское население,,,,,KZ07,14.33
2017,на 100 000 населения,Западно-Казахстанская,городское население,,,,,KZ07,9.122159397572592
2018,на 100 000 населения,Западно-Казахстанская,городское население,,,,,KZ07,16.95
2010,на 100 000 населения,Жамбылская,городское население,,,,,KZ17,16.13
2011,на 100 000 населения,Жамбылская,городское население,,,,,KZ17,20.36
2012,на 100 000 населения,Жамбылская,городское население,,,,,KZ17,13.41
2013,на 100 000 населения,Жамбылская,городское население,,,,,KZ17,22.68
2014,на 100 000 населения,Жамбылская,городское население,,,,,KZ17,15.47
2015,на 100 000 населения,Жамбылская,городское население,,,,,KZ17,14.57
2016,на 100 000 населения,Жамбылская,городское население,,,,,KZ17,10.47
2017,на 100 000 населения,Жамбылская,городское население,,,,,KZ17,10.525196087762222
2018,на 100 000 населения,Жамбылская,городское население,,,,,KZ17,10.1
2010,на 100 000 населения,Карагандинская,городское население,,,,,KZ12,31.09
2011,на 100 000 населения,Карагандинская,городское население,,,,,KZ12,26.52
2012,на 100 000 населения,Карагандинская,городское население,,,,,KZ12,24.39
2013,на 100 000 населения,Карагандинская,городское население,,,,,KZ12,21.81
2014,на 100 000 населения,Карагандинская,городское население,,,,,KZ12,24.2
2015,на 100 000 населения,Карагандинская,городское население,,,,,KZ12,21.79
2016,на 100 000 населения,Карагандинская,городское население,,,,,KZ12,19.22
2017,на 100 000 населения,Карагандинская,городское население,,,,,KZ12,21.38883630167907
2018,на 100 000 населения,Карагандинская,городское население,,,,,KZ12,18.67
2010,на 100 000 населения,Костанайская,городское население,,,,,KZ13,26.23
2011,на 100 000 населения,Костанайская,городское население,,,,,KZ13,31.92
2012,на 100 000 населения,Костанайская,городское население,,,,,KZ13,31.87
2013,на 100 000 населения,Костанайская,городское население,,,,,KZ13,33.34
2014,на 100 000 населения,Костанайская,городское население,,,,,KZ13,24.7
2015,на 100 000 населения,Костанайская,городское население,,,,,KZ13,27.81
2016,на 100 000 населения,Костанайская,городское население,,,,,KZ13,23.5
2017,на 100 000 населения,Костанайская,городское население,,,,,KZ13,21.243690623884707
2018,на 100 000 населения,Костанайская,городское население,,,,,KZ13,19.82
2010,на 100 000 населения,Кызылординская,городское население,,,,,KZ14,6.48
2011,на 100 000 населения,Кызылординская,городское население,,,,,KZ14,6.02
2012,на 100 000 населения,Кызылординская,городское население,,,,,KZ14,15.69
2013,на 100 000 населения,Кызылординская,городское население,,,,,KZ14,15.32
2014,на 100 000 населения,Кызылординская,городское население,,,,,KZ14,11.53
2015,на 100 000 населения,Кызылординская,городское население,,,,,KZ14,8.5
2016,на 100 000 населения,Кызылординская,городское население,,,,,KZ14,9.19
2017,на 100 000 населения,Кызылординская,городское население,,,,,KZ14,6.1135905117075255
2018,на 100 000 населения,Кызылординская,городское население,,,,,KZ14,6.59
2010,на 100 000 населения,Мангистауская,городское население,,,,,KZ09,11.0
2011,на 100 000 населения,Мангистауская,городское население,,,,,KZ09,11.12
2012,на 100 000 населения,Мангистауская,городское население,,,,,KZ09,6.32
2013,на 100 000 населения,Мангистауская,городское население,,,,,KZ09,13.43
2014,на 100 000 населения,Мангистауская,городское население,,,,,KZ09,7.48
2015,на 100 000 населения,Мангистауская,городское население,,,,,KZ09,7.04
2016,на 100 000 населения,Мангистауская,городское население,,,,,KZ09,10.07
2017,на 100 000 населения,Мангистауская,городское население,,,,,KZ09,10.69
2018,на 100 000 населения,Мангистауская,городское население,,,,,KZ09,10.36
2010,на 100 000 населения,Южно-Казахстанская,городское население,,,,,KZ10,11.02
2011,на 100 000 населения,Южно-Казахстанская,городское население,,,,,KZ10,10.23
2012,на 100 000 населения,Южно-Казахстанская,городское население,,,,,KZ10,12.15
2013,на 100 000 населения,Южно-Казахстанская,городское население,,,,,KZ10,12.56
2014,на 100 000 населения,Южно-Казахстанская,городское население,,,,,KZ10,9.58
2015,на 100 000 населения,Южно-Казахстанская,городское население,,,,,KZ10,6.89
2016,на 100 000 населения,Южно-Казахстанская,городское население,,,,,KZ10,5.66
2017,на 100 000 населения,Южно-Казахстанская,городское население,,,,,KZ10,9.462055642942897
2018,на 100 000 населения,Южно-Казахстанская,городское население,,,,,KZ10,9.56
2010,на 100 000 населения,Павлодарская,городское население,,,,,KZ11,23.91
2011,на 100 000 населения,Павлодарская,городское население,,,,,KZ11,25.33
2012,на 100 000 населения,Павлодарская,городское население,,,,,KZ11,25.37
2013,на 100 000 населения,Павлодарская,городское население,,,,,KZ11,22.62
2014,на 100 000 населения,Павлодарская,городское население,,,,,KZ11,12.32
2015,на 100 000 населения,Павлодарская,городское население,,,,,KZ11,3.19
2016,на 100 000 населения,Павлодарская,городское население,,,,,KZ11,4.12
2017,на 100 000 населения,Павлодарская,городское население,,,,,KZ11,8.238990648745615
2018,на 100 000 населения,Павлодарская,городское население,,,,,KZ11,7.32
2010,на 100 000 населения,Северо-Казахстанская,городское население,,,,,KZ16,26.42
2011,на 100 000 населения,Северо-Казахстанская,городское население,,,,,KZ16,12.57
2012,на 100 000 населения,Северо-Казахстанская,городское население,,,,,KZ16,3.77
2013,на 100 000 населения,Северо-Казахстанская,городское население,,,,,KZ16,3.75
2014,на 100 000 населения,Северо-Казахстанская,городское население,,,,,KZ16,6.19
2015,на 100 000 населения,Северо-Казахстанская,городское население,,,,,KZ16,12.19
2016,на 100 000 населения,Северо-Казахстанская,городское население,,,,,KZ16,12.44
2017,на 100 000 населения,Северо-Казахстанская,городское население,,,,,KZ16,9.198252332056908
2018,на 100 000 населения,Северо-Казахстанская,городское население,,,,,KZ16,5.55
2010,на 100 000 населения,Восточно-Казахстанская,городское население,,,,,KZ15,34.97
2011,на 100 000 населения,Восточно-Казахстанская,городское население,,,,,KZ15,30.25
2012,на 100 000 населения,Восточно-Казахстанская,городское население,,,,,KZ15,24.09
2013,на 100 000 населения,Восточно-Казахстанская,городское население,,,,,KZ15,25.03
2014,на 100 000 населения,Восточно-Казахстанская,городское население,,,,,KZ15,22.06
2015,на 100 000 населения,Восточно-Казахстанская,городское население,,,,,KZ15,19.36
2016,на 100 000 населения,Восточно-Казахстанская,городское население,,,,,KZ15,16.84
2017,на 100 000 населения,Восточно-Казахстанская,городское население,,,,,KZ15,16.74654929037982
2018,на 100 000 населения,Восточно-Казахстанская,городское население,,,,,KZ15,15.34
2010,на 100 000 населения,г.Нур-Султан,городское население,,,,,KZ05,12.18
2011,на 100 000 населения,г.Нур-Султан,городское население,,,,,KZ05,11.81
2012,на 100 000 населения,г.Нур-Султан,городское население,,,,,KZ05,10.12
2013,на 100 000 населения,г.Нур-Султан,городское население,,,,,KZ05,12.56
2014,на 100 000 населения,г.Нур-Султан,городское население,,,,,KZ05,8.4
2015,на 100 000 населения,г.Нур-Султан,городское население,,,,,KZ05,12.98
2016,на 100 000 населения,г.Нур-Султан,городское население,,,,,KZ05,10.51
2017,на 100 000 населения,г.Нур-Султан,городское население,,,,,KZ05,9.98
2018,на 100 000 населения,г.Нур-Султан,городское население,,,,,KZ05,11.19
2010,на 100 000 населения,г.Алматы,городское население,,,,,KZ02,7.63
2011,на 100 000 населения,г.Алматы,городское население,,,,,KZ02,8.24
2012,на 100 000 населения,г.Алматы,городское население,,,,,KZ02,7.25
2013,на 100 000 населения,г.Алматы,городское население,,,,,KZ02,5.63
2014,на 100 000 населения,г.Алматы,городское население,,,,,KZ02,6.71
2015,на 100 000 населения,г.Алматы,городское население,,,,,KZ02,5.68
2016,на 100 000 населения,г.Алматы,городское население,,,,,KZ02,4.75
2017,на 100 000 населения,г.Алматы,городское население,,,,,KZ02,5.009821219745112
2018,на 100 000 населения,г.Алматы,городское население,,,,,KZ02,7.6
2010,на 100 000 населения,Республика Казахстан,сельское население,,,,,,25.71
2011,на 100 000 населения,Республика Казахстан,сельское население,,,,,,23.93
2012,на 100 000 населения,Республика Казахстан,сельское население,,,,,,22.8
2013,на 100 000 населения,Республика Казахстан,сельское население,,,,,,24.28
2014,на 100 000 населения,Республика Казахстан,сельское население,,,,,,22.2
2015,на 100 000 населения,Республика Казахстан,сельское население,,,,,,20.48
2016,на 100 000 населения,Республика Казахстан,сельское население,,,,,,17.81
2017,на 100 000 населения,Республика Казахстан,сельское население,,,,,,18.02
2018,на 100 000 населения,Республика Казахстан,сельское население,,,,,,15.42
2010,на 100 000 населения,Акмолинская,сельское население,,,,,KZ03,48.24
2011,на 100 000 населения,Акмолинская,сельское население,,,,,KZ03,41.26
2012,на 100 000 населения,Акмолинская,сельское население,,,,,KZ03,40.61
2013,на 100 000 населения,Акмолинская,сельское население,,,,,KZ03,40.89
2014,на 100 000 населения,Акмолинская,сельское население,,,,,KZ03,41.88
2015,на 100 000 населения,Акмолинская,сельское население,,,,,KZ03,37.32
2016,на 100 000 населения,Акмолинская,сельское население,,,,,KZ03,28.25
2017,на 100 000 населения,Акмолинская,сельское население,,,,,KZ03,39.69
2018,на 100 000 населения,Акмолинская,сельское население,,,,,KZ03,24.08
2010,на 100 000 населения,Актюбинская,сельское население,,,,,KZ04,24.1
2011,на 100 000 населения,Актюбинская,сельское население,,,,,KZ04,20.31
2012,на 100 000 населения,Актюбинская,сельское население,,,,,KZ04,30.0
2013,на 100 000 населения,Актюбинская,сельское население,,,,,KZ04,25.68
2014,на 100 000 населения,Актюбинская,сельское население,,,,,KZ04,26.04
2015,на 100 000 населения,Актюбинская,сельское население,,,,,KZ04,22.38
2016,на 100 000 населения,Актюбинская,сельское население,,,,,KZ04,20.72
2017,на 100 000 населения,Актюбинская,сельское население,,,,,KZ04,19.158862091317523
2018,на 100 000 населения,Актюбинская,сельское население,,,,,KZ04,18.8
2010,на 100 000 населения,Алматинская,сельское население,,,,,KZ01,21.35
2011,на 100 000 населения,Алматинская,сельское население,,,,,KZ01,19.94
2012,на 100 000 населения,Алматинская,сельское население,,,,,KZ01,20.28
2013,на 100 000 населения,Алматинская,сельское население,,,,,KZ01,21.11
2014,на 100 000 населения,Алматинская,сельское население,,,,,KZ01,21.46
2015,на 100 000 населения,Алматинская,сельское население,,,,,KZ01,18.14
2016,на 100 000 населения,Алматинская,сельское население,,,,,KZ01,16.41
2017,на 100 000 населения,Алматинская,сельское население,,,,,KZ01,18.4229678225228
2018,на 100 000 населения,Алматинская,сельское население,,,,,KZ01,15.0
2010,на 100 000 населения,Атырауская,сельское население,,,,,KZ06,24.66
2011,на 100 000 населения,Атырауская,сельское население,,,,,KZ06,14.64
2012,на 100 000 населения,Атырауская,сельское население,,,,,KZ06,18.62
2013,на 100 000 населения,Атырауская,сельское население,,,,,KZ06,21.71
2014,на 100 000 населения,Атырауская,сельское население,,,,,KZ06,19.03
2015,на 100 000 населения,Атырауская,сельское население,,,,,KZ06,22.97
2016,на 100 000 населения,Атырауская,сельское население,,,,,KZ06,14.36
2017,на 100 000 населения,Атырауская,сельское население,,,,,KZ06,15.32
2018,на 100 000 населения,Атырауская,сельское население,,,,,KZ06,9.35
2010,на 100 000 населения,Западно-Казахстанская,сельское население,,,,,KZ07,31.95
2011,на 100 000 населения,Западно-Казахстанская,сельское население,,,,,KZ07,40.08
2012,на 100 000 населения,Западно-Казахстанская,сельское население,,,,,KZ07,39.04
2013,на 100 000 населения,Западно-Казахстанская,сельское население,,,,,KZ07,29.76
2014,на 100 000 населения,Западно-Казахстанская,сельское население,,,,,KZ07,24.27
2015,на 100 000 населения,Западно-Казахстанская,сельское население,,,,,KZ07,22.91
2016,на 100 000 населения,Западно-Казахстанская,сельское население,,,,,KZ07,20.73
2017,на 100 000 населения,Западно-Казахстанская,сельское население,,,,,KZ07,22.83
2018,на 100 000 населения,Западно-Казахстанская,сельское население,,,,,KZ07,25.85
2010,на 100 000 населения,Жамбылская,сельское население,,,,,KZ17,18.26
2011,на 100 000 населения,Жамбылская,сельское население,,,,,KZ17,16.23
2012,на 100 000 населения,Жамбылская,сельское население,,,,,KZ17,15.21
2013,на 100 000 населения,Жамбылская,сельское население,,,,,KZ17,17.52
2014,на 100 000 населения,Жамбылская,сельское население,,,,,KZ17,18.1
2015,на 100 000 населения,Жамбылская,сельское население,,,,,KZ17,11.54
2016,на 100 000 населения,Жамбылская,сельское население,,,,,KZ17,10.24
2017,на 100 000 населения,Жамбылская,сельское население,,,,,KZ17,8.807593638528893
2018,на 100 000 населения,Жамбылская,сельское население,,,,,KZ17,7.99
2010,на 100 000 населения,Карагандинская,сельское население,,,,,KZ12,42.34
2011,на 100 000 населения,Карагандинская,сельское население,,,,,KZ12,37.89
2012,на 100 000 населения,Карагандинская,сельское население,,,,,KZ12,35.65
2013,на 100 000 населения,Карагандинская,сельское население,,,,,KZ12,40.24
2014,на 100 000 населения,Карагандинская,сельское население,,,,,KZ12,35.39
2015,на 100 000 населения,Карагандинская,сельское население,,,,,KZ12,26.99
2016,на 100 000 населения,Карагандинская,сельское население,,,,,KZ12,31.8
2017,на 100 000 населения,Карагандинская,сельское население,,,,,KZ12,25.1
2018,на 100 000 населения,Карагандинская,сельское население,,,,,KZ12,25.24
2010,на 100 000 населения,Костанайская,сельское население,,,,,KZ13,50.2
2011,на 100 000 населения,Костанайская,сельское население,,,,,KZ13,50.26
2012,на 100 000 населения,Костанайская,сельское население,,,,,KZ13,46.16
2013,на 100 000 населения,Костанайская,сельское население,,,,,KZ13,51.68
2014,на 100 000 населения,Костанайская,сельское население,,,,,KZ13,39.18
2015,на 100 000 населения,Костанайская,сельское население,,,,,KZ13,46.79
2016,на 100 000 населения,Костанайская,сельское население,,,,,KZ13,41.6
2017,на 100 000 населения,Костанайская,сельское население,,,,,KZ13,37.142899310765536
