Year,Units,Регионы,GeoCode,Value
2016,процент,Павлодарская,KZ11,0.1
2017,процент,Павлодарская,KZ11,0.1
2018,процент,Павлодарская,KZ11,0.1
2010,процент,Северо-Казахстанская,KZ16,0.1
2011,процент,Северо-Казахстанская,KZ16,0.0
2012,процент,Северо-Казахстанская,KZ16,0.1
2013,процент,Северо-Казахстанская,KZ16,0.3
2014,процент,Северо-Казахстанская,KZ16,0.3
2015,процент,Северо-Казахстанская,KZ16,0.4
2016,процент,Северо-Казахстанская,KZ16,0.4
2017,процент,Северо-Казахстанская,KZ16,0.3
2018,процент,Северо-Казахстанская,KZ16,0.3
2018,процент,Туркестанская,KZ10,1.1
2010,процент,Восточно-Казахстанская,KZ15,0.1
2011,процент,Восточно-Казахстанская,KZ15,0.1
2012,процент,Восточно-Казахстанская,KZ15,0.1
2013,процент,Восточно-Казахстанская,KZ15,0.3
2014,процент,Восточно-Казахстанская,KZ15,0.5
2015,процент,Восточно-Казахстанская,KZ15,0.3
2016,процент,Восточно-Казахстанская,KZ15,0.3
2017,процент,Восточно-Казахстанская,KZ15,0.3
2018,процент,Восточно-Казахстанская,KZ15,0.4
2010,процент,г_Нур-Султан,KZ05,0.0
2011,процент,г_Нур-Султан,KZ05,0.0
2012,процент,г_Нур-Султан,KZ05,0.0
2013,процент,г_Нур-Султан,KZ05,0.0
2014,процент,г_Нур-Султан,KZ05,0.0
2015,процент,г_Нур-Султан,KZ05,0.0
2016,процент,г_Нур-Султан,KZ05,0.0
2017,процент,г_Нур-Султан,KZ05,0.0
2018,процент,г_Нур-Султан,KZ05,0.0
2010,процент,г_Алматы,KZ02,0.0
2011,процент,г_Алматы,KZ02,0.0
2012,процент,г_Алматы,KZ02,0.0
2013,процент,г_Алматы,KZ02,0.0
2014,процент,г_Алматы,KZ02,0.0
2015,процент,г_Алматы,KZ02,0.0
2016,процент,г_Алматы,KZ02,0.0
2017,процент,г_Алматы,KZ02,0.0
2018,процент,г_Алматы,KZ02,0.0
2018,процент,г_Шымкент,KZ18,0.0
