Year,Units,Регионы,Местность,Пол,Образование,Брачное состояние,гражданство,GeoCode,Value
2014,на 100 000 населения,Атырауская,,,,,,KZ06,0.1740310819512365
2015,на 100 000 населения,Атырауская,,,,,,KZ06,0.8504124500382685
2016,на 100 000 населения,Атырауская,,,,,,KZ06,0.499151442547669
2017,на 100 000 населения,Атырауская,,,,,,KZ06,0.16283833735544026
2018,на 100 000 населения,Атырауская,,,,,,KZ06,0.0
2010,на 100 000 населения,Западно-Казахстанская,,,,,,KZ07,0.16499036456270955
2011,на 100 000 населения,Западно-Казахстанская,,,,,,KZ07,0.16381143338280438
2012,на 100 000 населения,Западно-Казахстанская,,,,,,KZ07,0.487679588008284
2013,на 100 000 населения,Западно-Казахстанская,,,,,,KZ07,0.4831618108904672
2014,на 100 000 населения,Западно-Казахстанская,,,,,,KZ07,0.7973591465067696
2015,на 100 000 населения,Западно-Казахстанская,,,,,,KZ07,0.7892435574048409
2016,на 100 000 населения,Западно-Казахстанская,,,,,,KZ07,0.7821714957934817
2017,на 100 000 населения,Западно-Казахстанская,,,,,,KZ07,1.3970382788488405
2018,на 100 000 населения,Западно-Казахстанская,,,,,,KZ07,1.85
2010,на 100 000 населения,Жамбылская,,,,,,KZ17,0.3844771207277383
2011,на 100 000 населения,Жамбылская,,,,,,KZ17,0.8562939029019799
2012,на 100 000 населения,Жамбылская,,,,,,KZ17,0.0
2013,на 100 000 населения,Жамбылская,,,,,,KZ17,0.185687745630071
2014,на 100 000 населения,Жамбылская,,,,,,KZ17,0.0916230006715966
2015,на 100 000 населения,Жамбылская,,,,,,KZ17,0.09052895161137008
2016,на 100 000 населения,Жамбылская,,,,,,KZ17,0.5390699964421379
2017,на 100 000 населения,Жамбылская,,,,,,KZ17,0.44792271362330055
2018,на 100 000 населения,Жамбылская,,,,,,KZ17,0.27
2010,на 100 000 населения,Карагандинская,,,,,,KZ12,0.5187029462327346
2011,на 100 000 населения,Карагандинская,,,,,,KZ12,0.8117524037095608
2012,на 100 000 населения,Карагандинская,,,,,,KZ12,1.3231665138899404
2013,на 100 000 населения,Карагандинская,,,,,,KZ12,0.43916856607071497
2014,на 100 000 населения,Карагандинская,,,,,,KZ12,0.5095022163346411
2015,на 100 000 населения,Карагандинская,,,,,,KZ12,1.0858030526990894
2016,на 100 000 населения,Карагандинская,,,,,,KZ12,0.5058636827454234
2017,на 100 000 населения,Карагандинская,,,,,,KZ12,0.3618898175785808
2018,на 100 000 населения,Карагандинская,,,,,,KZ12,0.72
2010,на 100 000 населения,Костанайская,,,,,,KZ13,0.0
2011,на 100 000 населения,Костанайская,,,,,,KZ13,0.11355313435039092
2012,на 100 000 населения,Костанайская,,,,,,KZ13,0.22730475657933616
2013,на 100 000 населения,Костанайская,,,,,,KZ13,0.113566417047682
2014,на 100 000 населения,Костанайская,,,,,,KZ13,0.0
2015,на 100 000 населения,Костанайская,,,,,,KZ13,0.0
2016,на 100 000 населения,Костанайская,,,,,,KZ13,0.11344685582039092
2017,на 100 000 населения,Костанайская,,,,,,KZ13,0.1139763499073942
2018,на 100 000 населения,Костанайская,,,,,,KZ13,0.34
2010,на 100 000 населения,Кызылординская,,,,,,KZ14,0.8636063336888512
2011,на 100 000 населения,Кызылординская,,,,,,KZ14,0.990512307115416
2012,на 100 000 населения,Кызылординская,,,,,,KZ14,0.13892844490445194
2013,на 100 000 населения,Кызылординская,,,,,,KZ14,0.13638676011887468
2014,на 100 000 населения,Кызылординская,,,,,,KZ14,0.13398288234695135
2015,на 100 000 населения,Кызылординская,,,,,,KZ14,0.3952412948104818
2016,на 100 000 населения,Кызылординская,,,,,,KZ14,0.3900663112729164
2017,на 100 000 населения,Кызылординская,,,,,,KZ14,0.12850992739189102
2018,на 100 000 населения,Кызылординская,,,,,,KZ14,0.25
2010,на 100 000 населения,Мангистауская,,,,,,KZ09,0.19466122134343491
2011,на 100 000 населения,Мангистауская,,,,,,KZ09,0.7476817193688818
2012,на 100 000 населения,Мангистауская,,,,,,KZ09,0.5388134250752992
2013,на 100 000 населения,Мангистауская,,,,,,KZ09,0.17313019390581716
2014,на 100 000 населения,Мангистауская,,,,,,KZ09,0.6698630297569905
2015,на 100 000 населения,Мангистауская,,,,,,KZ09,0.4863750145912504
2016,на 100 000 населения,Мангистауская,,,,,,KZ09,1.2602414307520962
2017,на 100 000 населения,Мангистауская,,,,,,KZ09,0.4604256481642062
2018,на 100 000 населения,Мангистауская,,,,,,KZ09,0.3
2010,на 100 000 населения,Южно-Казахстанская,,,,,,KZ10,1.8113124336754485
2011,на 100 000 населения,Южно-Казахстанская,,,,,,KZ10,1.2333588099012505
2012,на 100 000 населения,Южно-Казахстанская,,,,,,KZ10,1.0565615111244606
2013,на 100 000 населения,Южно-Казахстанская,,,,,,KZ10,0.9608647191170688
2014,на 100 000 населения,Южно-Казахстанская,,,,,,KZ10,0.43470700747696056
2015,на 100 000 населения,Южно-Казахстанская,,,,,,KZ10,0.8527608844267386
2016,на 100 000 населения,Южно-Казахстанская,,,,,,KZ10,1.8533062634058732
2017,на 100 000 населения,Южно-Казахстанская,,,,,,KZ10,3.0303906862319714
2018,на 100 000 населения,Южно-Казахстанская,,,,,,KZ10,2.16
2010,на 100 000 населения,Павлодарская,,,,,,KZ11,0.4025176134999041
2011,на 100 000 населения,Павлодарская,,,,,,KZ11,0.2678469790208853
2012,на 100 000 населения,Павлодарская,,,,,,KZ11,0.133656961389177
2013,на 100 000 населения,Павлодарская,,,,,,KZ11,0.2662913733578144
2014,на 100 000 населения,Павлодарская,,,,,,KZ11,0.1325637565387073
2015,на 100 000 населения,Павлодарская,,,,,,KZ11,0.396199652929104
2016,на 100 000 населения,Павлодарская,,,,,,KZ11,0.9237217011258848
2017,на 100 000 населения,Павлодарская,,,,,,KZ11,0.13228668111237224
2018,на 100 000 населения,Павлодарская,,,,,,KZ11,1.86
2010,на 100 000 населения,Северо-Казахстанская,,,,,,KZ16,0.16917439511695026
2011,на 100 000 населения,Северо-Казахстанская,,,,,,KZ16,0.1704750799528125
2012,на 100 000 населения,Северо-Казахстанская,,,,,,KZ16,0.0
2013,на 100 000 населения,Северо-Казахстанская,,,,,,KZ16,0.17306367704933354
2014,на 100 000 населения,Северо-Казахстанская,,,,,,KZ16,0.1742503315112557
2015,на 100 000 населения,Северо-Казахстанская,,,,,,KZ16,0.0
2016,на 100 000 населения,Северо-Казахстанская,,,,,,KZ16,0.17653902306835415
2017,на 100 000 населения,Северо-Казахстанская,,,,,,KZ16,0.0
2018,на 100 000 населения,Северо-Казахстанская,,,,,,KZ16,0.0
2010,на 100 000 населения,Восточно-Казахстанская,,,,,,KZ15,0.2861074791356121
2011,на 100 000 населения,Восточно-Казахстанская,,,,,,KZ15,0.4296243150177328
2012,на 100 000 населения,Восточно-Казахстанская,,,,,,KZ15,0.28682799785452656
2013,на 100 000 населения,Восточно-Казахстанская,,,,,,KZ15,1.0041399254641277
2014,на 100 000 населения,Восточно-Казахстанская,,,,,,KZ15,1.4337667849285305
2015,на 100 000 населения,Восточно-Казахстанская,,,,,,KZ15,1.0030507070791022
2016,на 100 000 населения,Восточно-Казахстанская,,,,,,KZ15,1.0051737730059147
2017,на 100 000 населения,Восточно-Казахстанская,,,,,,KZ15,2.3798259986615284
2018,на 100 000 населения,Восточно-Казахстанская,,,,,,KZ15,1.59
2010,на 100 000 населения,г.Нур-Султан,,,,,,KZ05,0.2971075098379725
2011,на 100 000 населения,г.Нур-Султан,,,,,,KZ05,0.2777719908613015
2012,на 100 000 населения,г.Нур-Султан,,,,,,KZ05,0.2629828035544756
2013,на 100 000 населения,г.Нур-Султан,,,,,,KZ05,0.5023346000537499
2014,на 100 000 населения,г.Нур-Султан,,,,,,KZ05,0.4798401172729246
2015,на 100 000 населения,г.Нур-Султан,,,,,,KZ05,1.2750755192455263
2016,на 100 000 населения,г.Нур-Султан,,,,,,KZ05,0.21676974067835925
2017,на 100 000 населения,г.Нур-Султан,,,,,,KZ05,0.19967373312008174
2018,на 100 000 населения,г.Нур-Султан,,,,,,KZ05,0.28
2010,на 100 000 населения,г.Алматы,,,,,,KZ02,0.2139981924286013
2011,на 100 000 населения,г.Алматы,,,,,,KZ02,0.13973711257012186
2012,на 100 000 населения,г.Алматы,,,,,,KZ02,0.1367888943832428
2013,на 100 000 населения,г.Алматы,,,,,,KZ02,0.2012242483268204
2014,на 100 000 населения,г.Алматы,,,,,,KZ02,0.0645229559772776
2015,на 100 000 населения,г.Алматы,,,,,,KZ02,0.059804856752416875
2016,на 100 000 населения,г.Алматы,,,,,,KZ02,0.231610556114316
2017,на 100 000 населения,г.Алматы,,,,,,KZ02,0.0
2018,на 100 000 населения,г.Алматы,,,,,,KZ02,0.05
2010,на 100 000 населения,Республика Казахстан,городское население,,,,,,0.5282815529364531
2011,на 100 000 населения,Республика Казахстан,городское население,,,,,,0.8286622562683328
2012,на 100 000 населения,Республика Казахстан,городское население,,,,,,0.4020556125496552
2013,на 100 000 населения,Республика Казахстан,городское население,,,,,,0.4809890160279435
2014,на 100 000 населения,Республика Казахстан,городское население,,,,,,0.2075700808485465
2015,на 100 000 населения,Республика Казахстан,городское население,,,,,,0.5837182267324631
2016,на 100 000 населения,Республика Казахстан,городское население,,,,,,0.5718319523920322
2017,на 100 000 населения,Республика Казахстан,городское население,,,,,,0.5320777073371388
2018,на 100 000 населения,Республика Казахстан,городское население,,,,,,0.62
2010,на 100 000 населения,Акмолинская,городское население,,,,,KZ03,0.0
2011,на 100 000 населения,Акмолинская,городское население,,,,,KZ03,0.5846038724160509
2012,на 100 000 населения,Акмолинская,городское население,,,,,KZ03,0.0
2013,на 100 000 населения,Акмолинская,городское население,,,,,KZ03,1.4478988092480192
2014,на 100 000 населения,Акмолинская,городское население,,,,,KZ03,0.5765749143786252
2015,на 100 000 населения,Акмолинская,городское население,,,,,KZ03,0.28629505568438834
2016,на 100 000 населения,Акмолинская,городское население,,,,,KZ03,0.5714938850154303
2017,на 100 000 населения,Акмолинская,городское население,,,,,KZ03,0.8603655406393662
2018,на 100 000 населения,Акмолинская,городское население,,,,,KZ03,0.57
2010,на 100 000 населения,Актюбинская,городское население,,,,,KZ04,0.0
2011,на 100 000 населения,Актюбинская,городское население,,,,,KZ04,0.4152884281955925
2012,на 100 000 населения,Актюбинская,городское население,,,,,KZ04,0.0
2013,на 100 000 населения,Актюбинская,городское население,,,,,KZ04,0.20212473521659685
2014,на 100 000 населения,Актюбинская,городское население,,,,,KZ04,0.0
2015,на 100 000 населения,Актюбинская,городское население,,,,,KZ04,0.1938315061483354
2016,на 100 000 населения,Актюбинская,городское население,,,,,KZ04,0.0
2017,на 100 000 населения,Актюбинская,городское население,,,,,KZ04,0.0
2018,на 100 000 населения,Актюбинская,городское население,,,,,KZ04,0.16
2010,на 100 000 населения,Алматинская,городское население,,,,,KZ01,0.4596940276551927
2011,на 100 000 населения,Алматинская,городское население,,,,,KZ01,5.209005691404914
2012,на 100 000 населения,Алматинская,городское население,,,,,KZ01,0.0
2013,на 100 000 населения,Алматинская,городское население,,,,,KZ01,0.21984834860912944
2014,на 100 000 населения,Алматинская,городское население,,,,,KZ01,0.0
2015,на 100 000 населения,Алматинская,городское население,,,,,KZ01,0.21349866670082646
2016,на 100 000 населения,Алматинская,городское население,,,,,KZ01,0.4229510138135801
2017,на 100 000 населения,Алматинская,городское население,,,,,KZ01,0.21295399129018172
2018,на 100 000 населения,Алматинская,городское население,,,,,KZ01,0.22
2010,на 100 000 населения,Атырауская,городское население,,,,,KZ06,0.3988528990622969
2011,на 100 000 населения,Атырауская,городское население,,,,,KZ06,0.3884883142715067
2012,на 100 000 населения,Атырауская,городское население,,,,,KZ06,0.7563781588242858
2013,на 100 000 населения,Атырауская,городское население,,,,,KZ06,0.374965784372176
2014,на 100 000 населения,Атырауская,городское население,,,,,KZ06,0.3706930105832854
2015,на 100 000 населения,Атырауская,городское население,,,,,KZ06,0.35859902532784915
2016,на 100 000 населения,Атырауская,городское население,,,,,KZ06,0.3476930565696603
2017,на 100 000 населения,Атырауская,городское население,,,,,KZ06,0.3397223788719858
2018,на 100 000 населения,Атырауская,городское население,,,,,KZ06,0.0
2010,на 100 000 населения,Западно-Казахстанская,городское население,,,,,KZ07,0.0
2011,на 100 000 населения,Западно-Казахстанская,городское население,,,,,KZ07,0.0
2012,на 100 000 населения,Западно-Казахстанская,городское население,,,,,KZ07,0.0
2013,на 100 000 населения,Западно-Казахстанская,городское население,,,,,KZ07,0.3277689098078291
2014,на 100 000 населения,Западно-Казахстанская,городское население,,,,,KZ07,0.0
2015,на 100 000 населения,Западно-Казахстанская,городское население,,,,,KZ07,0.6351726875744342
2016,на 100 000 населения,Западно-Казахстанская,городское население,,,,,KZ07,0.3116235587410408
2017,на 100 000 населения,Западно-Казахстанская,городское население,,,,,KZ07,2.1285588744180672
2018,на 100 000 населения,Западно-Казахстанская,городское население,,,,,KZ07,2.68
2010,на 100 000 населения,Жамбылская,городское население,,,,,KZ17,0.2372361044882699
2011,на 100 000 населения,Жамбылская,городское население,,,,,KZ17,0.9467881395849754
2012,на 100 000 населения,Жамбылская,городское население,,,,,KZ17,0.0
2013,на 100 000 населения,Жамбылская,городское население,,,,,KZ17,0.23140595314955076
2014,на 100 000 населения,Жамбылская,городское население,,,,,KZ17,0.0
2015,на 100 000 населения,Жамбылская,городское население,,,,,KZ17,0.224164985429276
2016,на 100 000 населения,Жамбылская,городское население,,,,,KZ17,0.4453450310628159
2017,на 100 000 населения,Жамбылская,городское население,,,,,KZ17,0.4481461314905564
2018,на 100 000 населения,Жамбылская,городское население,,,,,KZ17,0.22
2010,на 100 000 населения,Карагандинская,городское население,,,,,KZ12,0.09506480567803073
2011,на 100 000 населения,Карагандинская,городское население,,,,,KZ12,0.4719153723601054
2012,на 100 000 населения,Карагандинская,городское население,,,,,KZ12,0.6567596044055434
2013,на 100 000 населения,Карагандинская,городское население,,,,,KZ12,0.2796029637914162
2014,на 100 000 населения,Карагандинская,городское население,,,,,KZ12,0.1847001762039681
2015,на 100 000 населения,Карагандинская,городское население,,,,,KZ12,0.7322902469008103
2016,на 100 000 населения,Карагандинская,городское население,,,,,KZ12,0.1822124232430167
2017,на 100 000 населения,Карагандинская,городское население,,,,,KZ12,0.27301940348900594
2018,на 100 000 населения,Карагандинская,городское население,,,,,KZ12,0.64
2010,на 100 000 населения,Костанайская,городское население,,,,,KZ13,1.3566128091381435
2011,на 100 000 населения,Костанайская,городское население,,,,,KZ13,0.22477971587843915
2012,на 100 000 населения,Костанайская,городское население,,,,,KZ13,0.22284768138129907
2013,на 100 000 населения,Костанайская,городское население,,,,,KZ13,0.0
2014,на 100 000 населения,Костанайская,городское население,,,,,KZ13,0.0
2015,на 100 000 населения,Костанайская,городское население,,,,,KZ13,0.0
2016,на 100 000 населения,Костанайская,городское население,,,,,KZ13,0.21365238756543106
2017,на 100 000 населения,Костанайская,городское население,,,,,KZ13,0.2123976508819813
2018,на 100 000 населения,Костанайская,городское население,,,,,KZ13,0.63
2010,на 100 000 населения,Кызылординская,городское население,,,,,KZ14,0.0
2011,на 100 000 населения,Кызылординская,городское население,,,,,KZ14,0.6690842912390103
2012,на 100 000 населения,Кызылординская,городское население,,,,,KZ14,0.0
2013,на 100 000 населения,Кызылординская,городское население,,,,,KZ14,0.0
2014,на 100 000 населения,Кызылординская,городское население,,,,,KZ14,0.0
2015,на 100 000 населения,Кызылординская,городское население,,,,,KZ14,0.6072806881704758
2016,на 100 000 населения,Кызылординская,городское население,,,,,KZ14,0.0
2017,на 100 000 населения,Кызылординская,городское население,,,,,KZ14,0.2911089504357901
2018,на 100 000 населения,Кызылординская,городское население,,,,,KZ14,0.0
2010,на 100 000 населения,Мангистауская,городское население,,,,,KZ09,0.3667826922583177
2011,на 100 000 населения,Мангистауская,городское население,,,,,KZ09,0.35858102317509155
2012,на 100 000 населения,Мангистауская,городское население,,,,,KZ09,0.7021559699055951
2013,на 100 000 населения,Мангистауская,городское население,,,,,KZ09,0.3443123050331573
2014,на 100 000 населения,Мангистауская,городское население,,,,,KZ09,1.0691032718123794
2015,на 100 000 населения,Мангистауская,городское население,,,,,KZ09,0.7411827052427559
2016,на 100 000 населения,Мангистауская,городское население,,,,,KZ09,1.8344921208563407
2017,на 100 000 населения,Мангистауская,городское население,,,,,KZ09,0.7369413984199976
2018,на 100 000 населения,Мангистауская,городское население,,,,,KZ09,0.0
2010,на 100 000 населения,Южно-Казахстанская,городское население,,,,,KZ10,1.1019173361649268
2011,на 100 000 населения,Южно-Казахстанская,городское население,,,,,KZ10,2.5573787261499845
2012,на 100 000 населения,Южно-Казахстанская,городское население,,,,,KZ10,1.8323196105452888
2013,на 100 000 населения,Южно-Казахстанская,городское население,,,,,KZ10,1.416429257385026
2014,на 100 000 населения,Южно-Казахстанская,городское население,,,,,KZ10,0.2589660521402249
2015,на 100 000 населения,Южно-Казахстанская,городское население,,,,,KZ10,1.3465239879288085
2016,на 100 000 населения,Южно-Казахстанская,городское население,,,,,KZ10,1.8605978100763776
2017,на 100 000 населения,Южно-Казахстанская,городское население,,,,,KZ10,2.1944311391292044
2018,на 100 000 населения,Южно-Казахстанская,городское население,,,,,KZ10,1.68
2010,на 100 000 населения,Павлодарская,городское население,,,,,KZ11,2.9392515489855664
2011,на 100 000 населения,Павлодарская,городское население,,,,,KZ11,0.3897154103216126
2012,на 100 000 населения,Павлодарская,городское население,,,,,KZ11,0.19364195988900446
2013,на 100 000 населения,Павлодарская,городское население,,,,,KZ11,0.3833951558022064
2014,на 100 000 населения,Павлодарская,городское население,,,,,KZ11,0.1895849606042452
2015,на 100 000 населения,Павлодарская,городское население,,,,,KZ11,0.0
2016,на 100 000 населения,Павлодарская,городское население,,,,,KZ11,1.1223365550627666
2017,на 100 000 населения,Павлодарская,городское население,,,,,KZ11,0.18724067166973746
2018,на 100 000 населения,Павлодарская,городское население,,,,,KZ11,2.25
2010,на 100 000 населения,Северо-Казахстанская,городское население,,,,,KZ16,0.4193751310547284
2011,на 100 000 населения,Северо-Казахстанская,городское население,,,,,KZ16,0.0
2012,на 100 000 населения,Северо-Казахстанская,городское население,,,,,KZ16,0.0
2013,на 100 000 населения,Северо-Казахстанская,городское население,,,,,KZ16,0.0
2014,на 100 000 населения,Северо-Казахстанская,городское население,,,,,KZ16,0.4127387693780853
2015,на 100 000 населения,Северо-Казахстанская,городское население,,,,,KZ16,0.0
2016,на 100 000 населения,Северо-Казахстанская,городское население,,,,,KZ16,0.0
2017,на 100 000 населения,Северо-Казахстанская,городское население,,,,,KZ16,0.0
2018,на 100 000 населения,Северо-Казахстанская,городское население,,,,,KZ16,0.0
2010,на 100 000 населения,Восточно-Казахстанская,городское население,,,,,KZ15,0.3720233481853321
2011,на 100 000 населения,Восточно-Казахстанская,городское население,,,,,KZ15,0.2469090078578792
2012,на 100 000 населения,Восточно-Казахстанская,городское население,,,,,KZ15,0.1228875627955446
2013,на 100 000 населения,Восточно-Казахстанская,городское население,,,,,KZ15,0.8545568634344884
2014,на 100 000 населения,Восточно-Казахстанская,городское население,,,,,KZ15,0.2424177779501637
2015,на 100 000 населения,Восточно-Казахстанская,городское население,,,,,KZ15,1.202242422566571
2016,на 100 000 населения,Восточно-Казахстанская,городское население,,,,,KZ15,0.7167200025801921
2017,на 100 000 населения,Восточно-Казахстанская,городское население,,,,,KZ15,0.23752094637845875
2018,на 100 000 населения,Восточно-Казахстанская,городское население,,,,,KZ15,0.35
2010,на 100 000 населения,г.Нур-Султан,городское население,,,,,KZ05,0.2971075098379725
2011,на 100 000 населения,г.Нур-Султан,городское население,,,,,KZ05,0.2777719908613015
2012,на 100 000 населения,г.Нур-Султан,городское население,,,,,KZ05,0.2629828035544756
2013,на 100 000 населения,г.Нур-Султан,городское население,,,,,KZ05,0.5023346000537499
2014,на 100 000 населения,г.Нур-Султан,городское население,,,,,KZ05,0.4798401172729246
2015,на 100 000 населения,г.Нур-Султан,городское население,,,,,KZ05,1.2750755192455263
2016,на 100 000 населения,г.Нур-Султан,городское население,,,,,KZ05,0.21676974067835925
2017,на 100 000 населения,г.Нур-Султан,городское население,,,,,KZ05,0.19967373312008174
2018,на 100 000 населения,г.Нур-Султан,городское население,,,,,KZ05,0.28
2010,на 100 000 населения,г.Алматы,городское население,,,,,KZ02,0.2139981924286013
2011,на 100 000 населения,г.Алматы,городское население,,,,,KZ02,0.13973711257012186
2012,на 100 000 населения,г.Алматы,городское население,,,,,KZ02,0.1367888943832428
2013,на 100 000 населения,г.Алматы,городское население,,,,,KZ02,0.2012242483268204
2014,на 100 000 населения,г.Алматы,городское население,,,,,KZ02,0.0645229559772776
2015,на 100 000 населения,г.Алматы,городское население,,,,,KZ02,0.059804856752416875
2016,на 100 000 населения,г.Алматы,городское население,,,,,KZ02,0.231610556114316
2017,на 100 000 населения,г.Алматы,городское население,,,,,KZ02,0.11257141248979824
2018,на 100 000 населения,г.Алматы,городское население,,,,,KZ02,0.05
2010,на 100 000 населения,Республика Казахстан,сельское население,,,,,,0.6733915134622411
2011,на 100 000 населения,Республика Казахстан,сельское население,,,,,,0.7726668823917077
2012,на 100 000 населения,Республика Казахстан,сельское население,,,,,,0.4611706196894556
2013,на 100 000 населения,Республика Казахстан,сельское население,,,,,,0.3906337994332425
2014,на 100 000 населения,Республика Казахстан,сельское население,,,,,,0.5749390597263683
2015,на 100 000 населения,Республика Казахстан,сельское население,,,,,,0.4864257632118825
2016,на 100 000 населения,Республика Казахстан,сельское население,,,,,,0.8626080955769769
2017,на 100 000 населения,Республика Казахстан,сельское население,,,,,,1.402426197321366
2018,на 100 000 населения,Республика Казахстан,сельское население,,,,,,1.12
2010,на 100 000 населения,Акмолинская,сельское население,,,,,KZ03,0.25522379298287695
2011,на 100 000 населения,Акмолинская,сельское население,,,,,KZ03,0.2562604426130365
2012,на 100 000 населения,Акмолинская,сельское население,,,,,KZ03,0.5140476367945017
2013,на 100 000 населения,Акмолинская,сельское население,,,,,KZ03,0.5143212759282213
2014,на 100 000 населения,Акмолинская,сельское население,,,,,KZ03,0.0
2015,на 100 000 населения,Акмолинская,сельское население,,,,,KZ03,0.7668711656441718
2016,на 100 000 населения,Акмолинская,сельское население,,,,,KZ03,1.0271316834174726
2017,на 100 000 населения,Акмолинская,сельское население,,,,,KZ03,1.2887694056453256
2018,на 100 000 населения,Акмолинская,сельское население,,,,,KZ03,1.54
2010,на 100 000 населения,Актюбинская,сельское население,,,,,KZ04,0.0
2011,на 100 000 населения,Актюбинская,сельское население,,,,,KZ04,0.0
2012,на 100 000 населения,Актюбинская,сельское население,,,,,KZ04,0.3296935169066835
2013,на 100 000 населения,Актюбинская,сельское население,,,,,KZ04,0.0
2014,на 100 000 населения,Актюбинская,сельское население,,,,,KZ04,0.0
2015,на 100 000 населения,Актюбинская,сельское население,,,,,KZ04,0.0
2016,на 100 000 населения,Актюбинская,сельское население,,,,,KZ04,0.0
2017,на 100 000 населения,Актюбинская,сельское население,,,,,KZ04,0.6386409720115593
2018,на 100 000 населения,Актюбинская,сельское население,,,,,KZ04,0.39
2010,на 100 000 населения,Алматинская,сельское население,,,,,KZ01,1.0567614769580205
2011,на 100 000 населения,Алматинская,сельское население,,,,,KZ01,1.6560038419289134
2012,на 100 000 населения,Алматинская,сельское население,,,,,KZ01,0.0675890773347464
2013,на 100 000 населения,Алматинская,сельское население,,,,,KZ01,0.06618821412946282
2014,на 100 000 населения,Алматинская,сельское население,,,,,KZ01,0.2681901656007225
2015,на 100 000 населения,Алматинская,сельское население,,,,,KZ01,0.27278933230037106
2016,на 100 000 населения,Алматинская,сельское население,,,,,KZ01,0.13399078143423734
2017,на 100 000 населения,Алматинская,сельское население,,,,,KZ01,0.19597775260552425
2018,на 100 000 населения,Алматинская,сельское население,,,,,KZ01,0.32
2010,на 100 000 населения,Атырауская,сельское население,,,,,KZ06,0.0
2011,на 100 000 населения,Атырауская,сельское население,,,,,KZ06,0.7140612950215647
2012,на 100 000 населения,Атырауская,сельское население,,,,,KZ06,0.7025900983977432
2013,на 100 000 населения,Атырауская,сельское население,,,,,KZ06,0.0
2014,на 100 000 населения,Атырауская,сельское население,,,,,KZ06,0.0
2015,на 100 000 населения,Атырауская,сельское население,,,,,KZ06,1.2941340140478248
2016,на 100 000 населения,Атырауская,сельское население,,,,,KZ06,0.6381417312785169
2017,на 100 000 населения,Атырауская,сельское население,,,,,KZ06,0.0
2018,на 100 000 населения,Атырауская,сельское население,,,,,KZ06,0.0
2010,на 100 000 населения,Западно-Казахстанская,сельское население,,,,,KZ07,0.313239048379771
2011,на 100 000 населения,Западно-Казахстанская,сельское население,,,,,KZ07,0.3155738868920075
2012,на 100 000 населения,Западно-Казахстанская,сельское население,,,,,KZ07,0.95222980479289
